GeneSymbol,FC,pval,sd,BioID,cell
Fam131b,-2.053457,0.1760892,0.380853643878741,NL1,Astrocyte
Ica1l,1.568033,0.3131318,2.73251173104273,NL1,Astrocyte
Aifm3,1.854237,0.0005997857,0.0247013286849459,NL1,Astrocyte
Lmtk2,-2.006155,0.005816766,0.0742771544636044,NL1,Astrocyte
Cybc1,1.204746,0.5454115,0.350401622787905,NL1,Astrocyte
Slc25a33,1.270839,0.1736533,0.32006974209327,NL1,Astrocyte
Nol9,-1.091881,0.8164706,2.17629901358648,NL1,Astrocyte
Esyt2,1.524673,0.03590245,0.226251017848546,NL1,Astrocyte
Trappc9,-1.206111,0.0930979,0.103099589995053,NL1,Astrocyte
Khsrp,-1.836687,0.001775893,0.0417564084468923,NL1,Astrocyte
Rars2,1.458152,0.02941818,0.269475407676466,NL1,Astrocyte
Tatdn3,-6.580411,0.0007114741,0.0628685980127234,NL1,Astrocyte
Pag1,1.106772,0.6943702,0.119272595399819,NL1,Astrocyte
Ddb1,1.468723,0.2480656,0.648453543257259,NL1,Astrocyte
Dennd1b,-1.423934,0.1641399,0.251483493963565,NL1,Astrocyte
Uevld,-1.047716,0.7545778,0.271455828578662,NL1,Astrocyte
Dennd4b,1.176281,0.3717231,0.321747526275145,NL1,Astrocyte
Serac1,1.370957,0.05762058,0.0697095842193399,NL1,Astrocyte
Mast3,1.240307,0.2519189,0.322129482221196,NL1,Astrocyte
Rnf149,10.92886,0.06633118,55.5450683655247,NL1,Astrocyte
Fhip1b,-2.555646,0.08598218,0.232922193100954,NL1,Astrocyte
Camkmt,1.308238,0.2229967,0.225605763057118,NL1,Astrocyte
Sec24a,1.321933,0.05305684,0.177089122370792,NL1,Astrocyte
Ctu2,-2.284131,2.638207e-06,0.0208615774974616,NL1,Astrocyte
Rnf40,-1.681819,0.07373483,0.0372147523327759,NL1,Astrocyte
Gse1,-1.217075,0.4596903,0.627911524544181,NL1,Astrocyte
Fam117b,-1.381002,0.4592346,0.407241869568951,NL1,Astrocyte
Ulk3,1.43837,0.1293204,0.435087560913949,NL1,Astrocyte
Lmf1,1.034011,0.9408427,0.3461868907239,NL1,Astrocyte
Prmt9,1.89526,0.008017121,0.628444139731586,NL1,Astrocyte
Hectd3,1.023053,0.9815182,0.137466181289445,NL1,Astrocyte
Hexd,1.055773,0.7019599,0.653427642805878,NL1,Astrocyte
Dcp1b,1.125943,0.908504,0.415376665618463,NL1,Astrocyte
Prickle1,-1.888466,0.2547293,0.294799997100392,NL1,Astrocyte
Cmpk2,1.319653,0.6156373,0.636016623709125,NL1,Astrocyte
Esyt1,-1.882126,0.241944,0.582675793477081,NL1,Astrocyte
Fbxo7,1.223238,0.3128438,0.100687310773214,NL1,Astrocyte
Ap5z1,-1.224796,0.103012,0.133192910536429,NL1,Astrocyte
Lbr,-2.531247,0.006388157,0.10545206639583,NL1,Astrocyte
Qrich1,-1.057687,0.4896229,0.0533941702697679,NL1,Astrocyte
Otulin,-1.362943,0.1040762,0.229886681635144,NL1,Astrocyte
Ttll12,1.077388,0.4268225,0.115991092687857,NL1,Astrocyte
Trafd1,-1.267625,0.737131,0.717564253416561,NL1,Astrocyte
Wdr41,-1.099449,0.1748934,0.0875498973226139,NL1,Astrocyte
Yipf3,1.4398,0.1494283,0.539220933565697,NL1,Astrocyte
KIAA0930,-1.210151,0.1100151,0.115914094798436,NL1,Astrocyte
Ube2z,1.652771,0.002446951,0.0639518520991022,NL1,Astrocyte
Puf60,-1.227329,0.08165942,0.0504827157651809,NL1,Astrocyte
Pde4c,-1.595818,0.8519956,0.705499708679014,NL1,Astrocyte
Lyplal1,1.152925,0.1650956,0.220400886282495,NL1,Astrocyte
Carmil3,1.230264,0.06963082,0.244341509302667,NL1,Astrocyte
Zyg11b,1.057613,0.6077274,0.242207112908579,NL1,Astrocyte
Garem1,1.821722,0.03861954,0.366142801517672,NL1,Astrocyte
Nt5c3b,-1.152627,0.3443868,0.284990091505235,NL1,Astrocyte
Wdr19,-1.048653,0.7420781,0.573341969031054,NL1,Astrocyte
Alg10b,1.259303,0.3223561,0.438430144652114,NL1,Astrocyte
Hdhd2,-1.110231,0.2898335,0.0833439515519079,NL1,Astrocyte
Mcrip1,-1.121655,0.5741667,0.450235056970566,NL1,Astrocyte
Nat8l,1.412388,0.01866762,0.2941001922509,NL1,Astrocyte
Arfgef3,1.019408,0.780207,0.114618140339915,NL1,Astrocyte
Sdk1,-1.050814,0.7481808,0.763547236182982,NL1,Astrocyte
Dip2b,-1.107451,0.2549229,0.0671863862196528,NL1,Astrocyte
Wnk2,-1.291746,0.007759741,0.0451027432280908,NL1,Astrocyte
Limch1,-2.358193,0.0004448206,0.0470134349457177,NL1,Astrocyte
Plxnd1,-1.035549,0.530232,0.114296526505858,NL1,Astrocyte
Shisa6,1.128133,0.4371248,0.171307567015238,NL1,Astrocyte
Nt5dc3,1.435694,0.05178488,0.458514866876044,NL1,Astrocyte
Ccdc177,1.112661,0.09535857,0.109676422609573,NL1,Astrocyte
Tnrc6c,-2.665578,0.01216888,0.0421641651200281,NL1,Astrocyte
Dab2ip,1.088709,0.2882896,0.0799184893196242,NL1,Astrocyte
Adgrb1,1.235043,0.004491976,0.0856464702124878,NL1,Astrocyte
Gfod1,1.74782,0.0008875161,0.248328150673946,NL1,Astrocyte
Mtus2,1.120625,0.5215684,0.47173621941232,NL1,Astrocyte
Snx27,1.471258,4.825589e-05,0.015958362713299,NL1,Astrocyte
Agap2,1.334841,0.007598538,0.185555775868379,NL1,Astrocyte
Pitpnm3,-1.602694,0.1384597,0.236816347007157,NL1,Astrocyte
Zswim8,1.047699,0.8080632,0.124068818588816,NL1,Astrocyte
Slc22a23,1.776102,0.05081878,0.440900948570802,NL1,Astrocyte
Ccser2,-1.185013,0.1170615,0.0476407466466268,NL1,Astrocyte
Aak1,-1.11425,0.05872205,0.075807307427383,NL1,Astrocyte
Slc2a13,1.272232,0.04104265,0.162986531403523,NL1,Astrocyte
Tenm4,-1.038861,0.8112781,0.241166857972087,NL1,Astrocyte
Tnrc6a,-1.50327,0.05236985,0.133822580858947,NL1,Astrocyte
Camkv,1.238949,0.07475766,0.112270639469647,NL1,Astrocyte
Dop1b,-2.224847,0.07847378,0.258563347868538,NL1,Astrocyte
Mtcl1,-2.284246,0.09928013,0.327718752831075,NL1,Astrocyte
Nol8,-1.357141,0.3512004,0.358539596871909,NL1,Astrocyte
Pdap1,-2.038343,0.003562552,0.0435493842491358,NL1,Astrocyte
Plekha7,1.452876,0.04265067,0.333826353555129,NL1,Astrocyte
Mylk3,1.179092,0.3902216,0.155388442121787,NL1,Astrocyte
Cnep1r1,1.017195,0.8433582,0.191487018039095,NL1,Astrocyte
Edc4,-2.661318,0.005555914,0.0492725986660208,NL1,Astrocyte
Usp19,-1.367768,0.05045097,0.086727986368608,NL1,Astrocyte
Gtpbp2,1.575968,0.009703834,0.329598767822489,NL1,Astrocyte
Cfap418,-1.737623,0.00305492,0.0848623754655934,NL1,Astrocyte
Rmdn3,-2.170153,0.002025399,0.0344508247834977,NL1,Astrocyte
Tax1bp1,-1.028134,0.6373851,0.071621339217612,NL1,Astrocyte
Smu1,1.061728,0.5502391,0.0850701588149283,NL1,Astrocyte
Pak6,1.214106,0.4164808,0.630257991334722,NL1,Astrocyte
Mccc2,-1.030523,0.8057882,0.157482798969247,NL1,Astrocyte
Gpd1l,1.501364,0.02946812,0.285466604069939,NL1,Astrocyte
Cog7,1.059834,0.6994487,0.308528307540865,NL1,Astrocyte
Ppp1r7,-1.674763,0.09534888,0.368684600170275,NL1,Astrocyte
Smcr8,-1.121502,0.07699969,0.0730640725084961,NL1,Astrocyte
Washc4,-1.091787,0.7167842,0.435013147939413,NL1,Astrocyte
Spata5,-1.50832,0.04969769,0.133925700631285,NL1,Astrocyte
Cobll1,-1.44982,0.01387077,0.143558071101021,NL1,Astrocyte
Lrch2,-1.617154,0.02473307,0.143498358871075,NL1,Astrocyte
Ankrd27,-1.349676,0.03024626,0.120716813091589,NL1,Astrocyte
Mcu,1.128866,0.06899487,0.0724346277260682,NL1,Astrocyte
Ppp1r12c,-2.740437,0.0002606941,0.0173650901344168,NL1,Astrocyte
Eml4,-1.112199,0.3398517,0.174361328485996,NL1,Astrocyte
Lclat1,1.775176,0.01514651,0.310877701273205,NL1,Astrocyte
Usp30,1.117021,0.8289486,0.42141375908682,NL1,Astrocyte
Gpr162,1.705586,0.02938707,0.218917442420131,NL1,Astrocyte
Gprin1,-1.288941,0.06423758,0.0596088929293527,NL1,Astrocyte
KIAA0825,-1.212523,0.4320739,0.196905076672092,NL1,Astrocyte
Prrc1,1.72005,0.2819304,1.78218395215408,NL1,Astrocyte
Arhgef40,1.561182,0.001636017,0.130573068306914,NL1,Astrocyte
Sec31a,-1.133748,0.01122642,0.0242423109590837,NL1,Astrocyte
Iqgap2,1.005716,0.970207,0.292841115974692,NL1,Astrocyte
Tars2,1.583263,0.1248989,0.745311769493093,NL1,Astrocyte
Fcho2,-1.985163,0.05140318,0.201242122523319,NL1,Astrocyte
Brd9,-7.89812,0.05066148,0.0841987388948285,NL1,Astrocyte
Vwa5b2,-1.049922,0.738809,4.15791668714359,NL1,Astrocyte
Slmap,-1.09489,0.5353242,0.329563665656005,NL1,Astrocyte
Acsf3,1.289853,0.1987933,0.242507921239243,NL1,Astrocyte
Lingo2,1.024229,0.9690201,0.62638918408345,NL1,Astrocyte
Kctd21,-1.196094,0.04954148,0.0532612166953826,NL1,Astrocyte
Tex10,-2.108292,0.02273301,0.150201627844577,NL1,Astrocyte
Plcl1,1.02819,0.8833653,0.313071187436468,NL1,Astrocyte
Insyn2a,1.109237,0.5234714,0.32307383701486,NL1,Astrocyte
Fchsd2,-1.073971,0.5981514,0.189128707326965,NL1,Astrocyte
Arhgef9,-1.010916,0.8200026,0.0545786205291624,NL1,Astrocyte
Sorbs2,-1.088895,0.4388157,0.158184512644471,NL1,Astrocyte
Cdkl5,1.118144,0.2885712,0.0905868273386875,NL1,Astrocyte
Trappc14,1.040315,0.8537573,0.171376841144448,NL1,Astrocyte
Cdc42bpa,1.149738,0.06993897,0.0433057475449068,NL1,Astrocyte
Ankrd34b,-1.073014,0.7340749,1.26410410517722,NL1,Astrocyte
Tbc1d24,1.155624,0.03136289,0.0724579985478269,NL1,Astrocyte
Them4,1.488934,0.05244849,0.199647562735518,NL1,Astrocyte
Strada,1.220102,0.1304604,0.194237374983687,NL1,Astrocyte
Pgap1,1.365194,0.08512116,0.327834334945817,NL1,Astrocyte
Pdp1,1.805061,0.01923977,0.552072789072896,NL1,Astrocyte
Ksr2,1.093926,0.3562475,0.234800632591557,NL1,Astrocyte
Fam91a1,1.095649,0.4683921,0.154027320255768,NL1,Astrocyte
Ermp1,-1.033593,0.7199206,0.170828401537522,NL1,Astrocyte
Vps51,1.117441,0.2318247,0.187633218428499,NL1,Astrocyte
Slc30a10,4.52259,0.5340917,17.6724697771934,NL1,Astrocyte
Grm5,1.209461,0.03901096,0.0473575791269734,NL1,Astrocyte
Tubal3,3.357563,0.02093235,3.15251174688161,NL1,Astrocyte
Ankrd13c,1.105888,0.5686187,0.253827511934262,NL1,Astrocyte
Fam81a,-3.173951,0.06444087,0.280816258621272,NL1,Astrocyte
Custos,-1.051579,0.8691148,0.229372847653321,NL1,Astrocyte
Ppm1h,-1.05521,0.4995746,0.0848531730190831,NL1,Astrocyte
Macrod2,1.399155,0.0272673,0.170784860760554,NL1,Astrocyte
Adrbk2,1.057246,0.08855535,0.0331940672967575,NL1,Astrocyte
Rgl3,-2.074657,0.03324366,0.267616373859972,NL1,Astrocyte
Ncbp1,1.114384,0.5751445,0.120997383565796,NL1,Astrocyte
Lrrfip1,-4.420426,0.006932992,0.0817811752011198,NL1,Astrocyte
Garnl3,-1.026719,0.8295712,0.0431857249714353,NL1,Astrocyte
Prr7,1.047522,0.7311469,0.424236241103566,NL1,Astrocyte
Pls1,-2.290851,0.01471658,0.124242127534821,NL1,Astrocyte
Slc25a31,1.462969,0.5523167,0.590409985457807,NL1,Astrocyte
Nt5c2,-1.720058,0.09179087,0.137558117540204,NL1,Astrocyte
Elmod1,1.375148,0.03320766,0.108147554201836,NL1,Astrocyte
Afg1l,1.172098,0.4491542,0.2017907334472,NL1,Astrocyte
Pacs2,-2.042067,6.343252e-05,0.0396032783439275,NL1,Astrocyte
Mthfd1l,1.243624,0.08964869,0.126291969757211,NL1,Astrocyte
Itga1,1.051618,0.6560407,0.161382698971152,NL1,Astrocyte
Carmil2,3.320289,0.0199372,1.36976224106135,NL1,Astrocyte
Vezt,1.068727,0.6041399,0.246821558446185,NL1,Astrocyte
Snx25,-1.114478,0.5860242,0.222687372004219,NL1,Astrocyte
Dync2h1,1.022809,0.9765026,0.128710381351293,NL1,Astrocyte
Stox2,2.081837,0.2202967,1.97822196663261,NL1,Astrocyte
Mars2,2.83218,0.02806102,1.48107825527771,NL1,Astrocyte
Shank3,-1.165801,0.1919058,0.11562246777715,NL1,Astrocyte
Fam189a2,2.839497,0.002544371,0.90921867786821,NL1,Astrocyte
Abl2,1.051664,0.6447571,0.10276192121761,NL1,Astrocyte
Oxr1,1.219663,0.2973922,0.307108151360645,NL1,Astrocyte
Unc13a,1.050848,0.7606163,0.294086441570573,NL1,Astrocyte
Arap1,-1.922738,0.001217458,0.0882221421577438,NL1,Astrocyte
Ece1,-1.411157,0.2884758,0.308342650920947,NL1,Astrocyte
Trp53i11,1.453352,0.00126901,0.145136407956654,NL1,Astrocyte
Miga1,-1.340496,0.07791671,0.135159971240112,NL1,Astrocyte
Herc2,-1.410245,0.01184111,0.021988142190296,NL1,Astrocyte
Sez6l2,1.162608,0.3075176,0.325025719878856,NL1,Astrocyte
Pds5b,-3.46839,0.003048215,0.0730162074082816,NL1,Astrocyte
Dscaml1,-2.022656,0.1989797,0.425105036947131,NL1,Astrocyte
Cdv3,-2.215386,0.01499424,0.073475179888737,NL1,Astrocyte
Snx33,-1.670308,0.03492619,0.250892366198234,NL1,Astrocyte
Tmem65,1.442335,0.06540491,0.421063304902823,NL1,Astrocyte
Tapt1,1.040519,0.455831,0.0414322137819981,NL1,Astrocyte
Wdr18,1.344969,0.4400621,0.528814540600013,NL1,Astrocyte
Rc3h1,-1.75143,0.05400118,0.134360761438519,NL1,Astrocyte
Antkmt,1.299587,0.02037836,0.196149554634327,NL1,Astrocyte
Ddx17,-1.120255,0.2132228,0.128770400342462,NL1,Astrocyte
Phactr4,-1.020399,0.841926,0.101385789001435,NL1,Astrocyte
Ankrd28,-1.705672,0.07621486,0.178793354215174,NL1,Astrocyte
Opa3,1.207872,0.1829693,0.220613469915646,NL1,Astrocyte
Lrrc47,-1.165357,0.2822901,0.225258143094428,NL1,Astrocyte
Kctd8,-1.089453,0.5181412,0.0606318973988223,NL1,Astrocyte
Pla2g4e,1.150409,0.4914541,0.397871332934959,NL1,Astrocyte
Spire1,-1.310403,0.02590465,0.0985195819458394,NL1,Astrocyte
Srrm1,-1.667583,0.293022,0.284737705719522,NL1,Astrocyte
Prune2,-1.382065,0.1136879,0.0553076821372785,NL1,Astrocyte
Ddx46,-6.237529,0.006266502,0.0581084079554813,NL1,Astrocyte
Thrap3,-30.27838,1.862792e-05,0.0101745834630269,NL1,Astrocyte
Scn2b,1.153982,0.3381428,0.283332730879327,NL1,Astrocyte
Deptor,1.2583,0.1240349,0.159889834005047,NL1,Astrocyte
Lin54,-1.758032,0.029718,0.114490538382773,NL1,Astrocyte
Prag1,1.115112,0.6035765,0.292623300354687,NL1,Astrocyte
Aldh16a1,1.297244,0.1902895,0.502642297095947,NL1,Astrocyte
Tab3,4.17893,0.005524199,1.17803265601974,NL1,Astrocyte
Spag9,-1.522985,0.001729969,0.036387907852601,NL1,Astrocyte
Pex1,-1.432102,0.01023501,0.0925586052330228,NL1,Astrocyte
Tut7,-1.747352,0.03604505,0.148077537852277,NL1,Astrocyte
Stxbp5l,-1.142707,0.1602769,0.0641399520712065,NL1,Astrocyte
Mypn,1.420131,0.264059,0.385885114922686,NL1,Astrocyte
Slc4a10,1.045061,0.4368981,0.0292507233453019,NL1,Astrocyte
Rnf20,1.141832,0.6379558,1.03056866365682,NL1,Astrocyte
Jakmip3,-1.047437,0.8095585,0.281750444889413,NL1,Astrocyte
Psd,1.197035,0.1319147,0.222051567838762,NL1,Astrocyte
Afap1l2,-2.083595,0.002491856,0.132568910404392,NL1,Astrocyte
Zc3h12c,-1.057479,0.7001131,0.10332143692502,NL1,Astrocyte
Jcad,1.280433,0.06080209,0.0679923158683473,NL1,Astrocyte
Kctd16,-1.077912,0.412418,0.179661261115165,NL1,Astrocyte
Myo16,-1.252197,0.09834756,0.0649805592565404,NL1,Astrocyte
Iqsec2,1.16996,0.1355259,0.111256595550718,NL1,Astrocyte
Ipcef1,1.262121,0.2150064,0.500502640426747,NL1,Astrocyte
Zfyve26,-1.628753,0.03928807,0.103237328583494,NL1,Astrocyte
Lrrc8b,1.530163,0.1097714,0.179914366577029,NL1,Astrocyte
Spata13,1.282744,0.5186451,0.475152361660402,NL1,Astrocyte
Rassf5,1.127847,0.7066495,0.779564454589075,NL1,Astrocyte
Prkaa1,-1.115292,0.5196681,0.274387201055468,NL1,Astrocyte
Nufip2,-20.56225,0.003818121,0.0197599354025082,NL1,Astrocyte
Taok1,1.025181,0.7976282,0.22135536455061,NL1,Astrocyte
Mlip,-1.420036,0.3450195,0.242167207163636,NL1,Astrocyte
Unkl,-4.939955,0.0835922,0.242994419080531,NL1,Astrocyte
Slc39a12,1.806082,0.009029723,0.259906785092764,NL1,Astrocyte
Cemip2,1.566229,0.02046543,0.390234146687333,NL1,Astrocyte
Arhgap1,1.04791,0.6824184,0.28745862429172,NL1,Astrocyte
Xkr7,1.293129,0.1082998,0.145390906454192,NL1,Astrocyte
Xkr4,1.160477,0.2196011,0.185216838605241,NL1,Astrocyte
Vps13a,-1.003488,0.8757644,0.252215097366784,NL1,Astrocyte
C2cd4c,-1.226149,0.292525,0.102441985819206,NL1,Astrocyte
Slc25a51,1.554153,0.01064572,0.109507581365941,NL1,Astrocyte
Slc38a10,1.478926,0.03133035,0.172856341634915,NL1,Astrocyte
Slc30a9,1.161168,0.3371672,0.236344273672147,NL1,Astrocyte
Vps41,-1.677336,0.01225789,0.130453831278672,NL1,Astrocyte
Cnrip1,1.147935,0.2671879,0.115705087857571,NL1,Astrocyte
Sdr39u1,1.458828,0.03771356,0.331596797863472,NL1,Astrocyte
Trappc1,1.369369,0.3021202,0.589706540727416,NL1,Astrocyte
Urgcp,-1.359315,0.07187927,0.0867780723242022,NL1,Astrocyte
Dph1,1.081805,0.4418003,0.188985062407414,NL1,Astrocyte
Nsrp1,-16.07583,0.01073461,0.0689672644039628,NL1,Astrocyte
Neurl4,1.118536,0.767783,0.52416452333241,NL1,Astrocyte
Wdr81,1.131942,0.5713027,0.939361175183645,NL1,Astrocyte
Cracd,-2.88133,0.001003616,0.063811104837628,NL1,Astrocyte
Diras2,1.26984,0.009080403,0.09017299655796,NL1,Astrocyte
Heatr5a,-3.689696,0.05042158,0.181860738956199,NL1,Astrocyte
Osbp2,-1.09822,0.5682343,0.0875955292567017,NL1,Astrocyte
Crppa,1.442699,0.5644485,0.243279455335029,NL1,Astrocyte
Cdh12,-1.023911,0.9105963,0.653067045023451,NL1,Astrocyte
Smg7,-1.272828,0.03826614,0.10874967190276,NL1,Astrocyte
Brsk1,1.43935,0.008503655,0.0821492257676881,NL1,Astrocyte
Islr2,-1.080375,0.4082961,0.0666406034103763,NL1,Astrocyte
Mocs1,-1.293372,0.3320477,0.39575368019078,NL1,Astrocyte
Lrrk2,-1.072254,0.8360906,0.490840392591441,NL1,Astrocyte
Ccdc88a,-1.548478,0.004450482,0.0224888896804745,NL1,Astrocyte
Ccdc85a,1.26567,0.2791267,0.326047648000815,NL1,Astrocyte
Cyfip2,1.248445,0.003235056,0.0716946981078206,NL1,Astrocyte
Tom1l2,-1.459307,0.02454734,0.121425915034028,NL1,Astrocyte
Zdbf2,-1.458965,0.3584656,1.27590124026251,NL1,Astrocyte
Dhrs13,1.152902,0.4318688,0.23359754793266,NL1,Astrocyte
Zzef1,-1.450526,0.08891318,0.203911745355268,NL1,Astrocyte
Abr,-1.294267,0.007398819,0.0563498071267321,NL1,Astrocyte
Arhgap44,1.033334,0.8732571,0.126279750911987,NL1,Astrocyte
Tns3,-1.415999,0.03025656,0.118816004612266,NL1,Astrocyte
Sco1,1.137574,0.4040863,0.218307318617796,NL1,Astrocyte
Ankrd40,-2.867842,0.003125861,0.160502777333323,NL1,Astrocyte
Pfas,-1.511916,0.003743183,0.0291507203580727,NL1,Astrocyte
Synrg,-2.265883,0.002589365,0.0574503110441856,NL1,Astrocyte
Rap1gap2,1.065898,0.7061621,0.185419792981716,NL1,Astrocyte
Tbc1d9b,-2.357832,0.0001465074,0.0515049423962496,NL1,Astrocyte
Cluh,-1.281515,0.004529614,0.0574880946599991,NL1,Astrocyte
Mks1,-1.179557,0.367668,0.253699830144326,NL1,Astrocyte
Ssh2,1.217726,0.2092037,0.0326194358294231,NL1,Astrocyte
Nacad,-1.192958,0.3355277,0.285439041573153,NL1,Astrocyte
Slc25a35,1.451718,0.0241573,0.250525329073265,NL1,Astrocyte
Acaca,1.165756,0.4331924,0.25519489882493,NL1,Astrocyte
Wwc1,1.303978,0.03517722,0.152164800076037,NL1,Astrocyte
Specc1,-1.047258,0.6499344,0.0559979174341886,NL1,Astrocyte
Myo1d,4.081771,0.07852811,7.73825088032163,NL1,Astrocyte
Kiaa0100,-1.118545,0.5208794,0.172013026116195,NL1,Astrocyte
Rabl6,-1.41611,0.07791189,0.103869184783329,NL1,Astrocyte
Ubr3,-1.033438,0.7523627,0.315456302284554,NL1,Astrocyte
Dnajc11,1.22384,0.4130832,0.454063716297075,NL1,Astrocyte
Gprasp1,-1.619773,0.03125679,0.077190419228643,NL1,Astrocyte
Dyrk2,-1.13499,0.6254547,0.321009866235105,NL1,Astrocyte
Fam169a,-1.227963,0.1833903,0.068656490322973,NL1,Astrocyte
Acbd5,-1.750043,0.06550654,0.19448185222619,NL1,Astrocyte
Lmtk3,-1.051986,0.6448754,0.201411654388735,NL1,Astrocyte
Parl,1.251412,0.4907327,0.694692845696784,NL1,Astrocyte
Arcn1,-1.015619,0.6966257,0.0461884235613648,NL1,Astrocyte
Rnf123,-1.589339,0.02789551,0.096574366843404,NL1,Astrocyte
Zdhhc18,1.908853,0.006054895,0.347410122156088,NL1,Astrocyte
Zdhhc8,1.857793,0.007656457,0.334013830726848,NL1,Astrocyte
Sema5b,-2.233756,0.4304022,0.415349922980786,NL1,Astrocyte
Sin3a,-1.242713,0.1601719,0.182671250386529,NL1,Astrocyte
Kif1b,-1.161328,0.297881,0.222869462193064,NL1,Astrocyte
Ogdh,1.146917,0.001678751,0.0465149926136062,NL1,Astrocyte
Cttn,-2.182833,0.0003484542,0.0179408929846135,NL1,Astrocyte
Kcnh1,1.511733,0.03339841,0.47668981790519,NL1,Astrocyte
Myl6,-1.548456,0.06801271,0.257747739408595,NL1,Astrocyte
Tiam1,1.596611,0.03540041,0.187582514104808,NL1,Astrocyte
Adora1,1.133713,0.1353212,0.0694727789939237,NL1,Astrocyte
Icam5,1.205932,0.06246051,0.177062564267807,NL1,Astrocyte
Epha5,1.094054,0.4274205,0.204958265432852,NL1,Astrocyte
Grb2,1.074324,0.3545512,0.1117706664779,NL1,Astrocyte
Nr2f1,1.766567,0.1541668,0.841941495983825,NL1,Astrocyte
Flot2,1.156365,0.09956486,0.0456580149214644,NL1,Astrocyte
Clpb,1.420438,0.01319737,0.149503155432958,NL1,Astrocyte
Hnrnpd,1.232002,0.1256619,0.129478675492257,NL1,Astrocyte
Ppp5c,-1.00764,0.9646776,0.138164517669358,NL1,Astrocyte
Psmb6,1.117419,0.663551,0.402818329791478,NL1,Astrocyte
Rgl1,1.113692,0.5725527,0.0803286359089554,NL1,Astrocyte
Map3k12,-1.341121,0.6728736,0.45561029230512,NL1,Astrocyte
Slc27a1,1.121101,0.2242529,0.181242323269372,NL1,Astrocyte
Csnk2a1,-1.188589,0.3062508,0.290442752855906,NL1,Astrocyte
Slc30a1,2.072657,0.01883488,0.329544938388085,NL1,Astrocyte
Khdrbs1,-1.302681,0.05279696,0.0626268263304066,NL1,Astrocyte
Igf1r,-1.030415,0.7128758,0.0503116586038757,NL1,Astrocyte
Gcdh,1.188761,0.08237921,0.0996430476358768,NL1,Astrocyte
Stxbp3,1.442307,0.04250485,0.242211794175701,NL1,Astrocyte
Gas7,1.020319,0.7978722,0.325194956864404,NL1,Astrocyte
Rasa3,1.356194,0.01833322,0.234893975400459,NL1,Astrocyte
Traf3,1.01062,0.8349316,0.0739781675566284,NL1,Astrocyte
Mertk,1.756444,0.01692631,0.479730165896821,NL1,Astrocyte
Cnot7,-4.556465,0.0887823,0.169979573013966,NL1,Astrocyte
Akt2,1.020871,0.6485793,0.0788460451326472,NL1,Astrocyte
Ppp1r1b,-1.749374,0.06322034,0.100569309590495,NL1,Astrocyte
Dvl2,-5.69018,0.110495,0.128823211658609,NL1,Astrocyte
Reln,1.02473,0.9918501,0.360266512183823,NL1,Astrocyte
Serpinb6,1.20186,0.1377678,0.120102865121363,NL1,Astrocyte
Ripk1,-1.477019,0.09373884,0.325365513240429,NL1,Astrocyte
Stip1,-1.6188,0.002165517,0.0202268801141873,NL1,Astrocyte
Caprin1,1.581731,0.6244117,1.44769174454902,NL1,Astrocyte
Pter,-3.165534,0.07777095,0.156114201048851,NL1,Astrocyte
Reep5,-1.01865,0.9927804,0.294921683868214,NL1,Astrocyte
Arhgef2,1.084136,0.1864998,0.120768481151603,NL1,Astrocyte
Elavl2,1.020123,0.9584932,0.246045072144171,NL1,Astrocyte
Elavl3,1.286478,0.01278781,0.0905433493468386,NL1,Astrocyte
Eps15l1,-1.518887,0.0006911904,0.0343102439166482,NL1,Astrocyte
Vdac2,1.355454,0.2710329,0.369965760943887,NL1,Astrocyte
Vdac3,1.085301,0.6993675,0.207061601109053,NL1,Astrocyte
Vdac1,1.173727,0.1177232,0.0873935373282484,NL1,Astrocyte
Tbc1d1,-1.500724,0.342946,0.72685629578958,NL1,Astrocyte
Kpna1,1.000831,0.9272673,0.225548773957823,NL1,Astrocyte
Papss1,-1.171136,0.4421413,0.178748767516717,NL1,Astrocyte
Styx,-1.126712,0.9946326,0.418735015152171,NL1,Astrocyte
Rbbp4,-1.000081,0.9103023,0.180687953729764,NL1,Astrocyte
Rbbp7,-1.2654,0.2643694,0.224147232895533,NL1,Astrocyte
Xiap,-1.883841,0.0300725,0.130867236230418,NL1,Astrocyte
Ppp2r5c,-1.59806,0.02721666,0.172559114821165,NL1,Astrocyte
Gng7,-1.404307,0.05264029,0.0388579943013617,NL1,Astrocyte
Asns,1.241995,0.003176816,0.0552205302025913,NL1,Astrocyte
Tmpo,-5.046887,2.575496e-05,0.0051478543315534,NL1,Astrocyte
Hars1,-2.92074,0.0006264605,0.0166579321604771,NL1,Astrocyte
Pak3,3.56786,0.05222975,1.9099028355994,NL1,Astrocyte
Tsc2,-1.154472,0.0368667,0.0629557817538439,NL1,Astrocyte
Dvl3,-1.201868,0.2877428,0.232015406211866,NL1,Astrocyte
Ei24,1.222255,0.0163318,0.0835887048916621,NL1,Astrocyte
Adam9,1.303485,0.2051615,0.317628668849992,NL1,Astrocyte
Ppm1g,-1.734818,0.02788503,0.137091355998226,NL1,Astrocyte
Cdc37,-1.79625,0.08451577,0.197898346669355,NL1,Astrocyte
Ksr1,-1.031421,0.2772132,0.0467171391229802,NL1,Astrocyte
Abcb7,1.351418,0.05831641,0.117808980251688,NL1,Astrocyte
Gbp4,-1.882142,0.01653254,0.205388949835833,NL1,Astrocyte
