GeneSymbol,FC,pval,sd,BioID,cell
Tyw5,1.340346,0.5027173,1.0865698356101,NL1,Astrocyte
Fbxl16,1.27307,0.002708643,0.0291640526400605,NL1,Astrocyte
Palm3,-2.587256,0.5244913,0.423201383255586,NL1,Astrocyte
Nt5c1a,-3.154995,0.01269967,0.0654066459343051,NL1,Astrocyte
Tbc1d8b,-1.673101,0.05770119,0.0644483387552724,NL1,Astrocyte
Ralgapa2,1.150774,0.5162983,0.242753501779582,NL1,Astrocyte
Ttc38,1.074003,0.6887885,0.231778374734514,NL1,Astrocyte
Exoc6b,-1.389524,0.1287591,0.274661129441714,NL1,Astrocyte
Nwd1,1.51183,0.1688223,0.993105736710858,NL1,Astrocyte
Mipep,1.018934,0.9893501,0.161551020533712,NL1,Astrocyte
Armt1,1.122648,0.3423988,0.0925058270957673,NL1,Astrocyte
Rabgap1l,-1.521495,0.06942989,0.22268186160091,NL1,Astrocyte
Dennd4c,-1.33374,0.04437784,0.116414626598584,NL1,Astrocyte
Kcnb2,-1.232218,0.2670585,0.329079669626107,NL1,Astrocyte
Arhgap31,1.615525,0.2425589,0.477776208202199,NL1,Astrocyte
Dpy19l1,1.156066,0.2894963,0.34924882075158,NL1,Astrocyte
Tmem215,1.110175,0.6297368,0.365695469059105,NL1,Astrocyte
Rnls,1.347252,0.08048775,0.279302300152606,NL1,Astrocyte
Sec14l1,-1.170662,0.5098405,0.631046054406447,NL1,Astrocyte
Vwa5b1,1.058446,0.6885029,0.26124173667491,NL1,Astrocyte
Nlgn4l,1.224803,0.09616885,0.192674449523928,NL1,Astrocyte
Ptprs,1.163819,0.03236507,0.0972867725918574,NL1,Astrocyte
Krt36,15.69262,0.04593458,11.1317582207011,NL1,Astrocyte
Cisd3,1.543741,0.009178117,0.111627576930886,NL1,Astrocyte
Grik3,-2.65703,0.001131523,0.0544109424869901,NL1,Astrocyte
Ptpru,-1.507464,0.0256031,0.168863478933377,NL1,Astrocyte
Kif16b,-1.541845,0.08355514,0.236163392465253,NL1,Astrocyte
Uprt,-1.865086,0.02453091,0.164873188477714,NL1,Astrocyte
Scn2a,1.118782,0.4849385,0.0534726207330862,NL1,Astrocyte
Nhsl2,1.302289,0.1025669,0.106315805763195,NL1,Astrocyte
Frrs1l,1.224295,0.05369384,0.210462554168105,NL1,Astrocyte
Nfx1,1.434364,0.0159272,0.0451473168596398,NL1,Astrocyte
Usp24,-1.845497,0.001970472,0.0812160457034173,NL1,Astrocyte
Thoc2,-1.958986,0.06252135,0.217193608752308,NL1,Astrocyte
Dlgap4,1.077077,0.5666144,0.191180488822256,NL1,Astrocyte
Cad,-1.286366,0.0504631,0.15605967896902,NL1,Astrocyte
Arhgap42,-1.378437,0.0641981,0.0176038438444243,NL1,Astrocyte
Ythdc2,-1.188017,0.369926,0.147756021729475,NL1,Astrocyte
Gnai1,1.296432,0.04544185,0.117770032989414,NL1,Astrocyte
Apba1,1.294998,0.1288159,0.184919724059049,NL1,Astrocyte
Otud7b,-1.626885,0.02938496,0.0619842769115721,NL1,Astrocyte
Tmem240,1.145696,0.9232412,0.448924192761078,NL1,Astrocyte
Tut4,1.226581,0.02796447,0.175501107687352,NL1,Astrocyte
Plcxd2,-1.029491,0.8264198,0.339759524165185,NL1,Astrocyte
Trappc11,-1.253979,0.01162115,0.0402693176374252,NL1,Astrocyte
Ankrd44,1.179358,0.3528475,0.406273213042373,NL1,Astrocyte
Plxnb2,1.283612,0.2785696,0.364705679685559,NL1,Astrocyte
Rbm25,-3.057749,0.002471306,0.0443938443763035,NL1,Astrocyte
Ildr2,-1.323491,0.3586427,0.241692017168627,NL1,Astrocyte
Kif7,-1.452048,0.003220865,0.0872230401488315,NL1,Astrocyte
Qtrt2,1.118989,0.7168681,0.399194344570121,NL1,Astrocyte
Clip3,-1.488651,0.05449587,0.17198167200208,NL1,Astrocyte
Pdzd8,-1.006295,0.9420937,0.0937382284799202,NL1,Astrocyte
Osbpl8,1.199009,0.05103218,0.0863690055793362,NL1,Astrocyte
Cttnbp2,-1.368864,0.3630822,0.170660865288354,NL1,Astrocyte
Tmf1,-1.455497,0.4141716,0.822094002442231,NL1,Astrocyte
Ptprz1,1.213579,0.2921082,0.339907091966332,NL1,Astrocyte
Arxes1,1.525206,0.05454454,0.264311810320147,NL1,Astrocyte
H2ac8,-1.613997,0.02380746,0.0734346853096894,NL1,Astrocyte
Zbed6,1.425577,0.1013078,0.42009237996764,NL1,Astrocyte
Akap5,-1.127825,0.1584264,0.103470417639107,NL1,Astrocyte
Dgki,-1.36601,0.0656361,0.0951191920552606,NL1,Astrocyte
Dgkh,1.118933,0.2991417,0.169739466792754,NL1,Astrocyte
Safb,-1.193369,0.5228169,0.433140767401979,NL1,Astrocyte
Obsl1,-1.88918,0.0008637462,0.00906748325867299,NL1,Astrocyte
Mthfd2l,1.366238,0.01038676,0.12002443710782,NL1,Astrocyte
Pgbd5,1.587344,0.1668601,0.42499125557329,NL1,Astrocyte
Ccdc6,-4.036782,0.0006783262,0.0481281769227038,NL1,Astrocyte
Shank1,-1.166175,0.01310801,0.0582930302628753,NL1,Astrocyte
Ccdc8,2.514337,0.1089838,1.40566575938576,NL1,Astrocyte
Gsg1l,2.024758,0.1281144,0.944973030115821,NL1,Astrocyte
Gls,1.185899,0.01265707,0.0811803566846658,NL1,Astrocyte
Soga1,-2.666894,0.002620674,0.049421259511024,NL1,Astrocyte
Prrt2,1.202925,0.3647427,0.334186823540512,NL1,Astrocyte
Dgkd,1.151369,0.3020624,0.140803934914031,NL1,Astrocyte
Fga,-1.385288,0.5349214,2.08013280319073,NL1,Astrocyte
Mctp1,1.424348,0.08972194,0.113465271228369,NL1,Astrocyte
Gcn1,-1.629756,0.0006777448,0.0129940468716742,NL1,Astrocyte
Dchs1,1.52453,0.2281324,0.624095080473922,NL1,Astrocyte
Sbf2,1.494319,0.06513869,0.265096235602598,NL1,Astrocyte
Ift140,-1.441338,0.03697884,0.0720067822473916,NL1,Astrocyte
Igsf9b,1.60452,0.2514031,1.85821419488718,NL1,Astrocyte
Ascc3,-1.118029,0.4734698,0.302967429197537,NL1,Astrocyte
Tex264,1.16198,0.3533586,0.270508521580042,NL1,Astrocyte
Abcc4,1.575105,0.1801622,0.718495015762498,NL1,Astrocyte
C2cd2,1.320309,0.09769612,0.0815587416574113,NL1,Astrocyte
Pi4ka,1.191009,0.1660118,0.142890727600301,NL1,Astrocyte
Ryr2,1.049189,0.4741341,0.143853111476899,NL1,Astrocyte
Arid1b,-2.697639,0.001748551,0.104054489656927,NL1,Astrocyte
Wdfy1,1.133304,0.5210013,0.265924315599325,NL1,Astrocyte
Pde8b,1.33873,0.06637698,0.237090083218545,NL1,Astrocyte
Acacb,1.178504,0.9343855,0.531134565030934,NL1,Astrocyte
Dsp,-1.409146,0.3616784,0.0833459398238146,NL1,Astrocyte
Ythdc1,-2.748052,0.211055,0.642301046428101,NL1,Astrocyte
Ptpro,1.50879,0.08610191,0.225323883012852,NL1,Astrocyte
Ccdc85c,-1.198855,0.2771225,0.204027357891512,NL1,Astrocyte
Xkr6,1.963125,0.1505631,1.67933383387471,NL1,Astrocyte
Ttc7b,-1.294722,0.07672167,0.129788252152488,NL1,Astrocyte
Ube4a,-1.329015,0.04347942,0.102018908755631,NL1,Astrocyte
Arid2,-2.563519,0.01673889,0.145455268881699,NL1,Astrocyte
Numa1,-3.649998,0.0007086674,0.0563873505435567,NL1,Astrocyte
Nrxn2,1.146812,0.1636735,0.19092993847044,NL1,Astrocyte
Fry,-1.032392,0.7514578,0.558360669946865,NL1,Astrocyte
Rap1gds1,1.275707,0.01164177,0.117975797800391,NL1,Astrocyte
Dlg5,1.046164,0.6585507,0.142041459602943,NL1,Astrocyte
Sec16a,-2.195599,0.0005636023,0.0171350858891704,NL1,Astrocyte
Syngap1,-1.629054,0.2890882,0.315776763877155,NL1,Astrocyte
Tpr,-7.886227,1.201034e-05,0.0192563214408627,NL1,Astrocyte
Farp1,1.013596,0.8363785,0.118611467750394,NL1,Astrocyte
Nccrp1,-1.541924,0.1845456,0.119962651434905,NL1,Astrocyte
Sipa1l3,1.10999,0.4278873,0.305385105966703,NL1,Astrocyte
Arfgef1,-1.357798,0.0727587,0.0868649517748563,NL1,Astrocyte
Rab11fip2,-1.337113,0.03210612,0.142589513003455,NL1,Astrocyte
Atp2b1,1.134567,0.07601057,0.070541002564858,NL1,Astrocyte
Trip12,-1.355227,0.5087371,0.140103590556257,NL1,Astrocyte
Poglut3,-1.057766,0.9854645,0.531552655798246,NL1,Astrocyte
Fpgt,-1.364273,0.05434743,0.058945095709493,NL1,Astrocyte
Ank3,1.095275,0.2960251,0.163482894412872,NL1,Astrocyte
Tubgcp6,1.307092,0.05591425,0.250482754385186,NL1,Astrocyte
Arfip1,-1.819281,0.09767635,0.113557121580429,NL1,Astrocyte
Shisa8,-2.301238,0.1907763,0.451566867923279,NL1,Astrocyte
Capn2,-1.098221,0.1947965,0.00994808809193947,NL1,Astrocyte
S1pr1,1.290017,0.05048092,0.111221258290333,NL1,Astrocyte
Cacna2d1,1.1022,0.3397818,0.180464930260243,NL1,Astrocyte
Bin1,-1.203624,0.4506533,0.547858677059687,NL1,Astrocyte
Sec22b,-1.156341,0.2503558,0.106304688023572,NL1,Astrocyte
Dpysl2,-1.532381,0.000333325,0.0206338079814447,NL1,Astrocyte
Rundc3a,-1.535748,0.1097296,0.25233953069588,NL1,Astrocyte
Emd,-1.115511,0.4008865,0.124000070645343,NL1,Astrocyte
Gtpbp1,-1.002039,0.996618,0.082180701228957,NL1,Astrocyte
Alyref,-13.92324,0.07311767,0.0840176534703946,NL1,Astrocyte
Clta,1.301769,0.5327792,0.947562407515447,NL1,Astrocyte
Pten,1.557329,0.01133643,0.0940548753428731,NL1,Astrocyte
Stxbp1,1.169426,0.03037258,0.0890009216726798,NL1,Astrocyte
Endog,1.057736,0.6395438,0.11826520911725,NL1,Astrocyte
Myh11,-1.60743,0.1591496,0.225529657045144,NL1,Astrocyte
Ephb6,1.178108,0.06097068,0.119658767303215,NL1,Astrocyte
Map3k4,-3.115372,0.1787775,0.415175781019348,NL1,Astrocyte
Metap2,-1.456981,0.05651285,0.0795293060648081,NL1,Astrocyte
Kifc2,-2.517238,0.06358594,0.191664049959757,NL1,Astrocyte
Capn5,1.277454,0.03496265,0.177800457323152,NL1,Astrocyte
Prdx6,-1.240852,0.03062709,0.0608357859869522,NL1,Astrocyte
Akap1,-3.477985,0.0007078518,0.0603570924385194,NL1,Astrocyte
Casp6,-2.54738,0.5642017,2.07372211535535,NL1,Astrocyte
Ampd3,-1.546456,0.03405438,0.15865782256168,NL1,Astrocyte
Unc5c,1.662416,0.00819935,0.195974584490711,NL1,Astrocyte
Dld,1.290387,0.07112881,0.238794299690289,NL1,Astrocyte
Hsd17b10,1.398227,0.002323512,0.15800600954628,NL1,Astrocyte
Ube3a,1.045032,0.4406928,0.122179551482219,NL1,Astrocyte
Tcof1,-23.32942,7.350242e-07,0.00345874651326535,NL1,Astrocyte
Clock,1.009873,0.8593316,0.424557562850532,NL1,Astrocyte
Dctn1,-1.504617,0.004292096,0.0538442947132018,NL1,Astrocyte
Prkcsh,-1.300111,0.2043664,0.214515394120052,NL1,Astrocyte
Prdx4,1.07333,0.7304568,0.197549750989072,NL1,Astrocyte
Diaph1,-1.224166,0.0473332,0.0609333549757526,NL1,Astrocyte
Eftud2,1.053239,0.5112661,0.188500122524746,NL1,Astrocyte
Gfra2,1.365846,0.2077397,0.487183427104632,NL1,Astrocyte
RO60,1.22707,0.0247221,0.0344594733470425,NL1,Astrocyte
Pik3r2,1.543877,0.4046983,1.66596847099282,NL1,Astrocyte
Faah,1.214556,0.02180985,0.0762176309741748,NL1,Astrocyte
Aip,-1.027681,0.8058754,0.526782007451303,NL1,Astrocyte
Flot1,1.227509,0.02227381,0.0835039917847526,NL1,Astrocyte
Numbl,1.045265,0.317394,0.0745332174258846,NL1,Astrocyte
Cyth3,1.003721,0.9570331,0.239160442115266,NL1,Astrocyte
Sdcbp,1.046898,0.641863,0.177542060963461,NL1,Astrocyte
Pex5,-1.777488,0.01525665,0.0598661469815748,NL1,Astrocyte
Snap23,3.447972,0.001120074,0.620936872995332,NL1,Astrocyte
Map2k3,1.120228,0.4246639,0.207853077944863,NL1,Astrocyte
Ndufb11,1.232871,0.05869285,0.0873411528013462,NL1,Astrocyte
Ptgds,2.599763,0.01002661,0.708611468180998,NL1,Astrocyte
Sema4d,-1.036159,0.6791972,0.112658330804519,NL1,Astrocyte
Epha8,1.222163,0.1682238,0.186566407584421,NL1,Astrocyte
Rpl21,1.270523,0.01409512,0.137693426066014,NL1,Astrocyte
Gclm,1.388338,0.01473209,0.0479238219059996,NL1,Astrocyte
Amacr,-1.391617,0.06738383,0.199853566685095,NL1,Astrocyte
Kif1c,-13.87853,0.05170061,0.148177346252189,NL1,Astrocyte
Vps26c,1.21651,0.1808602,0.22126748049333,NL1,Astrocyte
Agpat1,1.214761,0.1477785,0.160278555130032,NL1,Astrocyte
Dpysl4,1.075732,0.2846782,0.0416723301087534,NL1,Astrocyte
Map3k5,1.052803,0.8968714,0.281598668650362,NL1,Astrocyte
Phb2,1.267475,0.105214,0.110872658228545,NL1,Astrocyte
Ncam2,1.179045,0.005027548,0.0558137675306654,NL1,Astrocyte
Atp5if1,-1.028492,0.8547212,0.86958273925625,NL1,Astrocyte
Slc30a4,4.283128,0.2108919,1.83243510915153,NL1,Astrocyte
Cx3cl1,1.181948,0.2137638,0.129452824466844,NL1,Astrocyte
Ddt,-1.366153,0.4399429,0.281680526901575,NL1,Astrocyte
Cpsf2,-1.077282,0.7717159,0.724341165114928,NL1,Astrocyte
Psmd4,1.31656,0.001168809,0.0668922722075608,NL1,Astrocyte
Ptpn9,1.068749,0.3799133,0.171084544506995,NL1,Astrocyte
Exoc7,-1.368658,0.4770527,0.726937972002776,NL1,Astrocyte
Dhx15,-1.264452,0.1046454,0.0878018573589203,NL1,Astrocyte
Purb,1.140676,0.194618,0.200221552831956,NL1,Astrocyte
Slc6a6,-1.078521,0.4494396,0.185518163162472,NL1,Astrocyte
Kpna3,-2.256482,0.001142052,0.101659458455634,NL1,Astrocyte
Kpna6,1.503723,0.1107318,0.247835538545942,NL1,Astrocyte
Capn1,1.168068,0.1390117,0.0381463242806513,NL1,Astrocyte
Nrp2,1.229857,0.2855285,0.262048605191628,NL1,Astrocyte
Exoc4,-1.055874,0.4573824,0.134907664536762,NL1,Astrocyte
Efnb3,1.405183,0.1027435,0.353379382277557,NL1,Astrocyte
Pld3,1.15826,0.2979983,0.129132184001299,NL1,Astrocyte
Rnf5,1.439411,0.01045067,0.199825703688453,NL1,Astrocyte
Clcn6,1.014928,0.8226153,0.154565467363218,NL1,Astrocyte
Sema6a,1.99251,0.08863485,0.824478400129304,NL1,Astrocyte
Fkbp8,1.074984,0.30348,0.133067480418413,NL1,Astrocyte
Cdk14,1.408405,0.06792284,0.155226285752722,NL1,Astrocyte
Notch2,-1.04708,0.718413,0.192630565423589,NL1,Astrocyte
Stx1a,1.340454,0.09368417,0.327827275416383,NL1,Astrocyte
Slc1a6,-1.981246,0.3790118,1.13568366705785,NL1,Astrocyte
Rabep1,-3.406788,0.0002785129,0.0155235201628969,NL1,Astrocyte
Psmd14,-1.005878,0.950619,0.208191326745094,NL1,Astrocyte
Npc1,8.356741,0.002605267,4.9432372333095,NL1,Astrocyte
Bmpr2,1.798113,0.0006040712,0.166472371667339,NL1,Astrocyte
Scamp3,1.443608,0.1283554,0.352158108814276,NL1,Astrocyte
Pmm1,1.148228,0.1491655,0.0903700256907267,NL1,Astrocyte
Bet1,13.57413,0.6114277,26.6164962255417,NL1,Astrocyte
Axin1,-1.249778,0.02096685,0.0390909181785901,NL1,Astrocyte
Slc32a1,1.289892,0.009397143,0.0286404350447825,NL1,Astrocyte
Stag2,-2.378024,0.0477882,0.182437035684971,NL1,Astrocyte
Anxa3,-1.263739,0.3794289,0.324922471252128,NL1,Astrocyte
Ap1b1,1.181184,0.09143473,0.199705998410251,NL1,Astrocyte
Hap1,-1.83173,0.4342034,2.94959224355352,NL1,Astrocyte
Mgll,1.206547,0.01195694,0.0314347040743845,NL1,Astrocyte
Mrps12,1.946469,0.03422443,0.673156256974901,NL1,Astrocyte
Syt3,1.043607,0.7636843,0.242310747482773,NL1,Astrocyte
Myadm,1.276247,0.1083479,0.167749353297902,NL1,Astrocyte
Ndufa1,1.382543,0.1303755,0.142474039862919,NL1,Astrocyte
Nudc,-4.104661,0.0007401334,0.0445442058800617,NL1,Astrocyte
Enc1,1.364278,0.08156323,0.276951991438451,NL1,Astrocyte
Noct,-1.076353,0.6773704,0.306156519997715,NL1,Astrocyte
Ppfibp2,1.684186,0.08116593,0.431016910920856,NL1,Astrocyte
Hnrnph1,-1.037516,0.6158138,0.158389788026968,NL1,Astrocyte
Api5,-16.20664,0.05399286,0.182330189215645,NL1,Astrocyte
Bcat2,1.37835,0.1000926,0.337046730601985,NL1,Astrocyte
Timm44,-1.897209,0.005658012,0.0385567965634771,NL1,Astrocyte
Cops5,-1.00983,0.7786139,0.0721913339973265,NL1,Astrocyte
Slc1a4,1.644475,0.1607265,1.15093141472805,NL1,Astrocyte
Pik3cd,1.096757,0.6029261,0.216458817292464,NL1,Astrocyte
Cdk5r2,1.013857,0.9575313,0.344412058508404,NL1,Astrocyte
Ctnnd2,1.761601,0.02588722,0.223143508283479,NL1,Astrocyte
Aldh1a7,3.455985,0.1707498,15.8915084929762,NL1,Astrocyte
Pitpnm1,1.026704,0.6368268,0.0764132533082756,NL1,Astrocyte
Rab33b,1.434886,7.635809e-05,0.00815093266151189,NL1,Astrocyte
Gamt,-1.490161,0.05171226,0.115545418227676,NL1,Astrocyte
Sdc4,-8.290354,0.9055283,3.85668585927206,NL1,Astrocyte
Zw10,-3.641648,0.01016779,0.121033589349113,NL1,Astrocyte
Ddost,1.260827,0.00451548,0.0674695379374805,NL1,Astrocyte
Ap3d1,1.065594,0.4592601,0.0890453964683037,NL1,Astrocyte
Srpk2,-1.098609,0.02511917,0.0333504785599774,NL1,Astrocyte
Dapk3,-1.407268,0.2144594,0.175091913002566,NL1,Astrocyte
Nmbr,1.049767,0.7132397,0.419579558043185,NL1,Astrocyte
Rgs9,1.184531,0.3968374,0.213551762779132,NL1,Astrocyte
Rgs7,1.281671,0.08454008,0.156309376644119,NL1,Astrocyte
Csnk2a2,-1.184557,0.07606155,0.107087828791684,NL1,Astrocyte
Gucy1b1,1.213998,0.1543366,0.143897317879252,NL1,Astrocyte
Itgb3,-1.43523,0.336303,0.452005489320088,NL1,Astrocyte
Cd200,1.039223,0.6803414,0.202566704612714,NL1,Astrocyte
Reps1,-1.107511,0.3596976,0.18001876098061,NL1,Astrocyte
Akap2,-2.028089,0.01084677,0.114400782698335,NL1,Astrocyte
Nlk,-2.789831,0.1827646,0.522098886483822,NL1,Astrocyte
Prkag1,1.013487,0.8439779,0.179592611273103,NL1,Astrocyte
Sema6b,1.232538,0.09841758,0.16991965221983,NL1,Astrocyte
Tnk2,1.1856,0.398961,0.316632235425756,NL1,Astrocyte
Crym,1.342342,0.02427551,0.262889696733664,NL1,Astrocyte
Get3,1.068324,0.1476039,0.0595274610829058,NL1,Astrocyte
Slk,1.044954,0.4586033,0.074995728861415,NL1,Astrocyte
Cntnap1,1.092453,0.3931819,0.105152099059181,NL1,Astrocyte
Mapkapk5,-1.585162,0.4497926,0.714861007540945,NL1,Astrocyte
Bnip3,17.8893,0.2395663,20.3406256841115,NL1,Astrocyte
Trappc3,-1.506363,0.05276576,0.129560799892793,NL1,Astrocyte
Cacna1b,1.495476,0.2203733,0.56573375826992,NL1,Astrocyte
Pgrmc1,1.108047,0.3456342,0.0628709453235814,NL1,Astrocyte
Impa1,1.012945,0.7837267,0.0271652327084605,NL1,Astrocyte
Entpd2,1.750822,0.127042,0.775701728708526,NL1,Astrocyte
Bckdk,1.076843,0.7683629,0.410667914580682,NL1,Astrocyte
Copb2,-1.165911,0.02314312,0.00903095469958729,NL1,Astrocyte
Nck2,-1.08608,0.7730435,0.374133020515369,NL1,Astrocyte
Snca,-1.100659,0.5156246,1.16801322502252,NL1,Astrocyte
Tlk2,-2.030806,0.001422298,0.0286343785397797,NL1,Astrocyte
Pde6d,1.254603,0.3501144,0.247530138764776,NL1,Astrocyte
Tpmt,-1.76237,0.02239229,0.12790892663278,NL1,Astrocyte
Impact,-1.080534,0.3798813,0.0852844430747011,NL1,Astrocyte
Stk10,-1.021945,0.8861084,0.161298575848321,NL1,Astrocyte
Syngr1,1.419745,0.1221668,0.264972680349804,NL1,Astrocyte
Strn,-2.261881,0.0008011719,0.0298834703126034,NL1,Astrocyte
Nipsnap1,1.291999,0.00261914,0.0992292959836207,NL1,Astrocyte
Nipsnap2,1.445275,0.004330313,0.106661899596702,NL1,Astrocyte
Sap18,1.525555,0.01154819,0.124856730577288,NL1,Astrocyte
Septin7,1.07018,0.4752986,0.129345699691058,NL1,Astrocyte
Acot1,-2.008842,0.01161634,0.137030563502214,NL1,Astrocyte
Rpl35a,1.261185,0.00466646,0.047892884028885,NL1,Astrocyte
Atp2a2,1.205254,0.0347326,0.0801064683280211,NL1,Astrocyte
Slc6a2,6.760225,0.1240178,9.91198330820685,NL1,Astrocyte
Supt5h,1.053281,0.4374121,0.0960497789559537,NL1,Astrocyte
Ilk,1.109217,0.2286305,0.180368880130037,NL1,Astrocyte
Chkb,7.854255,0.02752753,6.23952017838595,NL1,Astrocyte
Psmb5,-1.014506,0.9922983,0.239069499777775,NL1,Astrocyte
Rngtt,-1.125622,0.5499367,0.247859195205962,NL1,Astrocyte
Dhx9,-1.015431,0.8212579,0.133517195467275,NL1,Astrocyte
Tesk1,1.17051,0.3058218,0.252367099287749,NL1,Astrocyte
Dpm1,1.172339,0.4874883,0.374762770030637,NL1,Astrocyte
Pip5k1c,1.253309,0.006238402,0.0723618557331552,NL1,Astrocyte
Stmn3,4.417947,0.02509228,2.7592720467088,NL1,Astrocyte
Pip4k2a,-1.008393,0.9135014,0.156932150724088,NL1,Astrocyte
Chrna4,1.152779,0.1944203,0.168284823912951,NL1,Astrocyte
Eif3d,-1.116598,0.2253256,0.080153417311183,NL1,Astrocyte
Pdlim3,-1.264036,0.3785452,0.34109180832537,NL1,Astrocyte
Atp9a,1.400766,0.00349209,0.0409341435832976,NL1,Astrocyte
Eef1b,-2.205814,0.007963505,0.0553559708092302,NL1,Astrocyte
Hmox2,-1.003453,0.7904413,0.548347462679231,NL1,Astrocyte
Grk6,-1.401758,0.1080481,0.233015088983923,NL1,Astrocyte
Atxn2,-1.758281,0.01107424,0.12879529280412,NL1,Astrocyte
Itgb5,1.383042,0.04781025,0.144328850340213,NL1,Astrocyte
Nmt1,-1.350976,0.01840137,0.140195006030452,NL1,Astrocyte
Nmt2,-1.66239,0.02496011,0.187215546486827,NL1,Astrocyte
Epb41l2,-1.192328,0.06946918,0.106763480856287,NL1,Astrocyte
