gs_long2,pct,condition2,cell,BioID
Nat14,52,Turbo1_A,Astrocyte,Turbo1
Qdpr,66,Turbo1_A,Astrocyte,Turbo1
Stx16,15,Turbo1_A,Astrocyte,Turbo1
Snx17,NA,Turbo1_A,Astrocyte,Turbo1
Jakmip1,69,Turbo1_A,Astrocyte,Turbo1
Ppme1,87,Turbo1_A,Astrocyte,Turbo1
Lrch3,38,Turbo1_A,Astrocyte,Turbo1
Nudt9,87,Turbo1_A,Astrocyte,Turbo1
Ganc,26,Turbo1_A,Astrocyte,Turbo1
Rsl1d1,11,Turbo1_A,Astrocyte,Turbo1
Usp38,4,Turbo1_A,Astrocyte,Turbo1
Maob,69,Turbo1_A,Astrocyte,Turbo1
Camk1d,55,Turbo1_A,Astrocyte,Turbo1
Aldh5a1,89,Turbo1_A,Astrocyte,Turbo1
KIAA1755,40,Turbo1_A,Astrocyte,Turbo1
Arrb1,76,Turbo1_A,Astrocyte,Turbo1
Orai1,23,Turbo1_A,Astrocyte,Turbo1
Phka2,12,Turbo1_A,Astrocyte,Turbo1
Ptges2,42,Turbo1_A,Astrocyte,Turbo1
B4gat1,12,Turbo1_A,Astrocyte,Turbo1
Vps35l,30,Turbo1_A,Astrocyte,Turbo1
Pithd1,36,Turbo1_A,Astrocyte,Turbo1
Gprin3,57,Turbo1_A,Astrocyte,Turbo1
Acaa2,79,Turbo1_A,Astrocyte,Turbo1
Dip2a,78,Turbo1_A,Astrocyte,Turbo1
Larp4,NA,Turbo1_A,Astrocyte,Turbo1
Pkn2,67,Turbo1_A,Astrocyte,Turbo1
Etf1,78,Turbo1_A,Astrocyte,Turbo1
Naa25,52,Turbo1_A,Astrocyte,Turbo1
Kank2,66,Turbo1_A,Astrocyte,Turbo1
Rbbp5,41,Turbo1_A,Astrocyte,Turbo1
Pgam5,76,Turbo1_A,Astrocyte,Turbo1
Vps13c,76,Turbo1_A,Astrocyte,Turbo1
Osbpl2,50,Turbo1_A,Astrocyte,Turbo1
Lrfn5,51,Turbo1_A,Astrocyte,Turbo1
Clptm1l,NA,Turbo1_A,Astrocyte,Turbo1
Agap1,63,Turbo1_A,Astrocyte,Turbo1
Tmem87a,33,Turbo1_A,Astrocyte,Turbo1
Pigt,52,Turbo1_A,Astrocyte,Turbo1
Slc7a14,57,Turbo1_A,Astrocyte,Turbo1
Nalcn,12,Turbo1_A,Astrocyte,Turbo1
Osbpl6,63,Turbo1_A,Astrocyte,Turbo1
Tmx3,37,Turbo1_A,Astrocyte,Turbo1
Nkrf,33,Turbo1_A,Astrocyte,Turbo1
Usp47,71,Turbo1_A,Astrocyte,Turbo1
Slc44a2,1,Turbo1_A,Astrocyte,Turbo1
Tbcd,42,Turbo1_A,Astrocyte,Turbo1
Poglut1,36,Turbo1_A,Astrocyte,Turbo1
Taok3,40,Turbo1_A,Astrocyte,Turbo1
Tbc1d17,43,Turbo1_A,Astrocyte,Turbo1
Lpcat2,13,Turbo1_A,Astrocyte,Turbo1
Fam234b,44,Turbo1_A,Astrocyte,Turbo1
Tnr,96,Turbo1_A,Astrocyte,Turbo1
Phactr3,45,Turbo1_A,Astrocyte,Turbo1
Ythdf3,25,Turbo1_A,Astrocyte,Turbo1
Yars2,8,Turbo1_A,Astrocyte,Turbo1
Nlgn3,82,Turbo1_A,Astrocyte,Turbo1
Itpk1,42,Turbo1_A,Astrocyte,Turbo1
Fsd1l,67,Turbo1_A,Astrocyte,Turbo1
Rhof,71,Turbo1_A,Astrocyte,Turbo1
Lats1,NA,Turbo1_A,Astrocyte,Turbo1
Cadps2,79,Turbo1_A,Astrocyte,Turbo1
Arhgap25,19,Turbo1_A,Astrocyte,Turbo1
Eogt,9,Turbo1_A,Astrocyte,Turbo1
Ttc39b,31,Turbo1_A,Astrocyte,Turbo1
Abi3,42,Turbo1_A,Astrocyte,Turbo1
Elmo3,96,Turbo1_A,Astrocyte,Turbo1
Slc9a9,19,Turbo1_A,Astrocyte,Turbo1
Arap2,59,Turbo1_A,Astrocyte,Turbo1
Rint1,65,Turbo1_A,Astrocyte,Turbo1
Ston2,65,Turbo1_A,Astrocyte,Turbo1
Lrrtm3,54,Turbo1_A,Astrocyte,Turbo1
Dnm3,91,Turbo1_A,Astrocyte,Turbo1
Tigar,74,Turbo1_A,Astrocyte,Turbo1
Tmem266,28,Turbo1_A,Astrocyte,Turbo1
Pogz,42,Turbo1_A,Astrocyte,Turbo1
C8orf34,5,Turbo1_A,Astrocyte,Turbo1
Glmn,41,Turbo1_A,Astrocyte,Turbo1
Dock10,28,Turbo1_A,Astrocyte,Turbo1
Sowahb,7,Turbo1_A,Astrocyte,Turbo1
Nhlrc2,35,Turbo1_A,Astrocyte,Turbo1
Wwp1,NA,Turbo1_A,Astrocyte,Turbo1
Trim35,6,Turbo1_A,Astrocyte,Turbo1
Dzank1,49,Turbo1_A,Astrocyte,Turbo1
Pak5,74,Turbo1_A,Astrocyte,Turbo1
Lrrc4c,47,Turbo1_A,Astrocyte,Turbo1
Arhgef10,NA,Turbo1_A,Astrocyte,Turbo1
Rps6ka5,83,Turbo1_A,Astrocyte,Turbo1
Map1s,57,Turbo1_A,Astrocyte,Turbo1
Camkk2,78,Turbo1_A,Astrocyte,Turbo1
Strip1,78,Turbo1_A,Astrocyte,Turbo1
Snx16,49,Turbo1_A,Astrocyte,Turbo1
Zhx2,NA,Turbo1_A,Astrocyte,Turbo1
Farsa,58,Turbo1_A,Astrocyte,Turbo1
Arhgap12,82,Turbo1_A,Astrocyte,Turbo1
Efl1,68,Turbo1_A,Astrocyte,Turbo1
Vps26b,64,Turbo1_A,Astrocyte,Turbo1
Agps,30,Turbo1_A,Astrocyte,Turbo1
Atg16l1,31,Turbo1_A,Astrocyte,Turbo1
Sowahc,2,Turbo1_A,Astrocyte,Turbo1
Slc25a16,40,Turbo1_A,Astrocyte,Turbo1
Tmx4,29,Turbo1_A,Astrocyte,Turbo1
Gpcpd1,46,Turbo1_A,Astrocyte,Turbo1
Wdr59,NA,Turbo1_A,Astrocyte,Turbo1
Asrgl1,96,Turbo1_A,Astrocyte,Turbo1
Coro2a,65,Turbo1_A,Astrocyte,Turbo1
Zhx3,29,Turbo1_A,Astrocyte,Turbo1
Sipa1l1,85,Turbo1_A,Astrocyte,Turbo1
Tlk1,5,Turbo1_A,Astrocyte,Turbo1
Ppp4r4,28,Turbo1_A,Astrocyte,Turbo1
Sh3rf3,24,Turbo1_A,Astrocyte,Turbo1
Lnpep,51,Turbo1_A,Astrocyte,Turbo1
Slc39a6,29,Turbo1_A,Astrocyte,Turbo1
Cpne1,64,Turbo1_A,Astrocyte,Turbo1
Prepl,69,Turbo1_A,Astrocyte,Turbo1
Myo9a,34,Turbo1_A,Astrocyte,Turbo1
Cers6,28,Turbo1_A,Astrocyte,Turbo1
Frs2,27,Turbo1_A,Astrocyte,Turbo1
Vps9d1,35,Turbo1_A,Astrocyte,Turbo1
Thop1,71,Turbo1_A,Astrocyte,Turbo1
Camsap2,79,Turbo1_A,Astrocyte,Turbo1
Septin11,95,Turbo1_A,Astrocyte,Turbo1
Tmem120a,34,Turbo1_A,Astrocyte,Turbo1
Znf428,25,Turbo1_A,Astrocyte,Turbo1
Ccz1,39,Turbo1_A,Astrocyte,Turbo1
Bbs4,NA,Turbo1_A,Astrocyte,Turbo1
Washc5,44,Turbo1_A,Astrocyte,Turbo1
Rbm14,79,Turbo1_A,Astrocyte,Turbo1
Rft1,14,Turbo1_A,Astrocyte,Turbo1
Fam120c,89,Turbo1_A,Astrocyte,Turbo1
Shisa7,71,Turbo1_A,Astrocyte,Turbo1
Brat1,27,Turbo1_A,Astrocyte,Turbo1
C1orf198,98,Turbo1_A,Astrocyte,Turbo1
Guf1,35,Turbo1_A,Astrocyte,Turbo1
Lmf2,36,Turbo1_A,Astrocyte,Turbo1
Gpr158,88,Turbo1_A,Astrocyte,Turbo1
Pex5l,65,Turbo1_A,Astrocyte,Turbo1
Eri3,62,Turbo1_A,Astrocyte,Turbo1
Adgra1,49,Turbo1_A,Astrocyte,Turbo1
Tbl3,14,Turbo1_A,Astrocyte,Turbo1
Aida,9,Turbo1_A,Astrocyte,Turbo1
Csnk1g3,35,Turbo1_A,Astrocyte,Turbo1
Endod1,36,Turbo1_A,Astrocyte,Turbo1
Mb21d2,44,Turbo1_A,Astrocyte,Turbo1
Heatr5b,40,Turbo1_A,Astrocyte,Turbo1
Lmbrd2,38,Turbo1_A,Astrocyte,Turbo1
Rae1,59,Turbo1_A,Astrocyte,Turbo1
Ano4,1,Turbo1_A,Astrocyte,Turbo1
Nadk2,72,Turbo1_A,Astrocyte,Turbo1
Cnot2,51,Turbo1_A,Astrocyte,Turbo1
Tdrp,35,Turbo1_A,Astrocyte,Turbo1
Clmn,89,Turbo1_A,Astrocyte,Turbo1
Tbcel,81,Turbo1_A,Astrocyte,Turbo1
Septin10,27,Turbo1_A,Astrocyte,Turbo1
Peli1,39,Turbo1_A,Astrocyte,Turbo1
Rtkn,22,Turbo1_A,Astrocyte,Turbo1
Cfap36,45,Turbo1_A,Astrocyte,Turbo1
Wdr26,54,Turbo1_A,Astrocyte,Turbo1
Usp20,17,Turbo1_A,Astrocyte,Turbo1
Fam126b,61,Turbo1_A,Astrocyte,Turbo1
Fam110b,50,Turbo1_A,Astrocyte,Turbo1
Katnip,21,Turbo1_A,Astrocyte,Turbo1
Vps52,71,Turbo1_A,Astrocyte,Turbo1
Fam221a,2,Turbo1_A,Astrocyte,Turbo1
Crbn,44,Turbo1_A,Astrocyte,Turbo1
Cstf2t,40,Turbo1_A,Astrocyte,Turbo1
Mmaa,39,Turbo1_A,Astrocyte,Turbo1
Pcyox1l,34,Turbo1_A,Astrocyte,Turbo1
Trim9,86,Turbo1_A,Astrocyte,Turbo1
Uba6,59,Turbo1_A,Astrocyte,Turbo1
N4bp3,20,Turbo1_A,Astrocyte,Turbo1
Utp15,16,Turbo1_A,Astrocyte,Turbo1
Emc1,57,Turbo1_A,Astrocyte,Turbo1
Tmem200a,18,Turbo1_A,Astrocyte,Turbo1
Myef2,72,Turbo1_A,Astrocyte,Turbo1
Itch,57,Turbo1_A,Astrocyte,Turbo1
Uba3,62,Turbo1_A,Astrocyte,Turbo1
Scai,71,Turbo1_A,Astrocyte,Turbo1
Ank2,100,Turbo1_A,Astrocyte,Turbo1
Elfn1,86,Turbo1_A,Astrocyte,Turbo1
Ppfibp1,7,Turbo1_A,Astrocyte,Turbo1
Tmem163,37,Turbo1_A,Astrocyte,Turbo1
Dido1,17,Turbo1_A,Astrocyte,Turbo1
Strip2,22,Turbo1_A,Astrocyte,Turbo1
Shisa4,20,Turbo1_A,Astrocyte,Turbo1
Gan,10,Turbo1_A,Astrocyte,Turbo1
Pde10a,76,Turbo1_A,Astrocyte,Turbo1
Pgm2l1,95,Turbo1_A,Astrocyte,Turbo1
Castor2,49,Turbo1_A,Astrocyte,Turbo1
Podxl2,2,Turbo1_A,Astrocyte,Turbo1
Nhsl1,88,Turbo1_A,Astrocyte,Turbo1
Iba57,49,Turbo1_A,Astrocyte,Turbo1
Rab36,16,Turbo1_A,Astrocyte,Turbo1
Immt,90,Turbo1_A,Astrocyte,Turbo1
Parp9,4,Turbo1_A,Astrocyte,Turbo1
Acat2,81,Turbo1_A,Astrocyte,Turbo1
Yod1,41,Turbo1_A,Astrocyte,Turbo1
Cnst,20,Turbo1_A,Astrocyte,Turbo1
Wdr37,91,Turbo1_A,Astrocyte,Turbo1
Mfsd6,24,Turbo1_A,Astrocyte,Turbo1
Abi1,87,Turbo1_A,Astrocyte,Turbo1
Tmem63c,28,Turbo1_A,Astrocyte,Turbo1
Samd4a,15,Turbo1_A,Astrocyte,Turbo1
Dctn4,93,Turbo1_A,Astrocyte,Turbo1
Cacnb2,9,Turbo1_A,Astrocyte,Turbo1
Synpo,87,Turbo1_A,Astrocyte,Turbo1
Vwa8,28,Turbo1_A,Astrocyte,Turbo1
Vps53,66,Turbo1_A,Astrocyte,Turbo1
Prpf31,42,Turbo1_A,Astrocyte,Turbo1
Ufl1,29,Turbo1_A,Astrocyte,Turbo1
Amer2,91,Turbo1_A,Astrocyte,Turbo1
Phf20l1,19,Turbo1_A,Astrocyte,Turbo1
Macroh2a2,64,Turbo1_A,Astrocyte,Turbo1
Timm21,15,Turbo1_A,Astrocyte,Turbo1
Bcas3,83,Turbo1_A,Astrocyte,Turbo1
Nemf,39,Turbo1_A,Astrocyte,Turbo1
Tceal5,58,Turbo1_A,Astrocyte,Turbo1
Insyn1,29,Turbo1_A,Astrocyte,Turbo1
Ttc27,21,Turbo1_A,Astrocyte,Turbo1
Inpp5f,68,Turbo1_A,Astrocyte,Turbo1
Vcpip1,89,Turbo1_A,Astrocyte,Turbo1
Ston1,21,Turbo1_A,Astrocyte,Turbo1
Fhip2a,11,Turbo1_A,Astrocyte,Turbo1
Txnl1,82,Turbo1_A,Astrocyte,Turbo1
Acp3,10,Turbo1_A,Astrocyte,Turbo1
Klhl11,28,Turbo1_A,Astrocyte,Turbo1
Snx30,51,Turbo1_A,Astrocyte,Turbo1
Map2k7,45,Turbo1_A,Astrocyte,Turbo1
Nup88,24,Turbo1_A,Astrocyte,Turbo1
Rdh13,9,Turbo1_A,Astrocyte,Turbo1
Tmem132c,7,Turbo1_A,Astrocyte,Turbo1
Naa30,35,Turbo1_A,Astrocyte,Turbo1
Tab1,41,Turbo1_A,Astrocyte,Turbo1
Amt,22,Turbo1_A,Astrocyte,Turbo1
Gbp5,15,Turbo1_A,Astrocyte,Turbo1
Snx8,18,Turbo1_A,Astrocyte,Turbo1
Scyl2,82,Turbo1_A,Astrocyte,Turbo1
Sik2,6,Turbo1_A,Astrocyte,Turbo1
Nedd4l,60,Turbo1_A,Astrocyte,Turbo1
Polr2b,16,Turbo1_A,Astrocyte,Turbo1
Wdr24,51,Turbo1_A,Astrocyte,Turbo1
Aqr,3,Turbo1_A,Astrocyte,Turbo1
Cox10,14,Turbo1_A,Astrocyte,Turbo1
Rab43,9,Turbo1_A,Astrocyte,Turbo1
Adprs,49,Turbo1_A,Astrocyte,Turbo1
Rpgrip1l,5,Turbo1_A,Astrocyte,Turbo1
Akr7a2,92,Turbo1_A,Astrocyte,Turbo1
Tp53bp2,70,Turbo1_A,Astrocyte,Turbo1
Shf,4,Turbo1_A,Astrocyte,Turbo1
Ppm1f,76,Turbo1_A,Astrocyte,Turbo1
Slc43a2,27,Turbo1_A,Astrocyte,Turbo1
Eprs1,94,Turbo1_A,Astrocyte,Turbo1
Rgs12,62,Turbo1_A,Astrocyte,Turbo1
Wdr47,92,Turbo1_A,Astrocyte,Turbo1
Tcerg1,67,Turbo1_A,Astrocyte,Turbo1
Lonp1,75,Turbo1_A,Astrocyte,Turbo1
Gnal,56,Turbo1_A,Astrocyte,Turbo1
Adgrb2,61,Turbo1_A,Astrocyte,Turbo1
Slc24a4,27,Turbo1_A,Astrocyte,Turbo1
Calcoco1,13,Turbo1_A,Astrocyte,Turbo1
Tph2,25,Turbo1_A,Astrocyte,Turbo1
Ogt,78,Turbo1_A,Astrocyte,Turbo1
Cherp,59,Turbo1_A,Astrocyte,Turbo1
Sugp1,2,Turbo1_A,Astrocyte,Turbo1
Sugp2,87,Turbo1_A,Astrocyte,Turbo1
Ccar1,51,Turbo1_A,Astrocyte,Turbo1
Sltm,22,Turbo1_A,Astrocyte,Turbo1
Trim32,59,Turbo1_A,Astrocyte,Turbo1
Nav1,69,Turbo1_A,Astrocyte,Turbo1
Synj1,98,Turbo1_A,Astrocyte,Turbo1
Phlpp1,21,Turbo1_A,Astrocyte,Turbo1
Rapgef2,92,Turbo1_A,Astrocyte,Turbo1
Septin8,93,Turbo1_A,Astrocyte,Turbo1
Ep400,8,Turbo1_A,Astrocyte,Turbo1
Mboat7,33,Turbo1_A,Astrocyte,Turbo1
Pym1,73,Turbo1_A,Astrocyte,Turbo1
Pgp,37,Turbo1_A,Astrocyte,Turbo1
Fbxo4,NA,Turbo1_A,Astrocyte,Turbo1
Dpyd,33,Turbo1_A,Astrocyte,Turbo1
Vps37a,61,Turbo1_A,Astrocyte,Turbo1
Aldh4a1,18,Turbo1_A,Astrocyte,Turbo1
Ngef,92,Turbo1_A,Astrocyte,Turbo1
Epn2,79,Turbo1_A,Astrocyte,Turbo1
Eif2b5,46,Turbo1_A,Astrocyte,Turbo1
Rftn2,83,Turbo1_A,Astrocyte,Turbo1
Dym,12,Turbo1_A,Astrocyte,Turbo1
Gatad2a,13,Turbo1_A,Astrocyte,Turbo1
Cog3,7,Turbo1_A,Astrocyte,Turbo1
Slain2,34,Turbo1_A,Astrocyte,Turbo1
Cwf19l1,17,Turbo1_A,Astrocyte,Turbo1
Myl6b,5,Turbo1_A,Astrocyte,Turbo1
Pdlim5,96,Turbo1_A,Astrocyte,Turbo1
Steap3,87,Turbo1_A,Astrocyte,Turbo1
Vps50,55,Turbo1_A,Astrocyte,Turbo1
Dis3l2,42,Turbo1_A,Astrocyte,Turbo1
Pygb,100,Turbo1_A,Astrocyte,Turbo1
Osbpl11,42,Turbo1_A,Astrocyte,Turbo1
Fermt2,100,Turbo1_A,Astrocyte,Turbo1
Nup42,11,Turbo1_A,Astrocyte,Turbo1
Copa,91,Turbo1_A,Astrocyte,Turbo1
Prmt5,73,Turbo1_A,Astrocyte,Turbo1
Ppat,57,Turbo1_A,Astrocyte,Turbo1
D2hgdh,20,Turbo1_A,Astrocyte,Turbo1
Ints4,19,Turbo1_A,Astrocyte,Turbo1
Pak2,96,Turbo1_A,Astrocyte,Turbo1
Mark4,49,Turbo1_A,Astrocyte,Turbo1
Disp2,5,Turbo1_A,Astrocyte,Turbo1
Dock3,83,Turbo1_A,Astrocyte,Turbo1
Tmem259,3,Turbo1_A,Astrocyte,Turbo1
Tbce,45,Turbo1_A,Astrocyte,Turbo1
Slc26a6,29,Turbo1_A,Astrocyte,Turbo1
Mical3,79,Turbo1_A,Astrocyte,Turbo1
Cmtm4,18,Turbo1_A,Astrocyte,Turbo1
Stau2,43,Turbo1_A,Astrocyte,Turbo1
Rassf8,6,Turbo1_A,Astrocyte,Turbo1
Ahctf1,24,Turbo1_A,Astrocyte,Turbo1
Ago2,53,Turbo1_A,Astrocyte,Turbo1
Ago1,46,Turbo1_A,Astrocyte,Turbo1
Plxnb1,82,Turbo1_A,Astrocyte,Turbo1
Hmgcs1,85,Turbo1_A,Astrocyte,Turbo1
Mchr1,13,Turbo1_A,Astrocyte,Turbo1
Dner,17,Turbo1_A,Astrocyte,Turbo1
Cdc73,16,Turbo1_A,Astrocyte,Turbo1
Acad9,78,Turbo1_A,Astrocyte,Turbo1
Rhot2,41,Turbo1_A,Astrocyte,Turbo1
Syn3,81,Turbo1_A,Astrocyte,Turbo1
Klhl2,95,Turbo1_A,Astrocyte,Turbo1
Gas2l1,3,Turbo1_A,Astrocyte,Turbo1
Afg3l2,62,Turbo1_A,Astrocyte,Turbo1
Eif3b,80,Turbo1_A,Astrocyte,Turbo1
Acsl5,25,Turbo1_A,Astrocyte,Turbo1
Slc4a8,74,Turbo1_A,Astrocyte,Turbo1
Lin7a,52,Turbo1_A,Astrocyte,Turbo1
Slc25a1,84,Turbo1_A,Astrocyte,Turbo1
Amdhd2,4,Turbo1_A,Astrocyte,Turbo1
Cpne5,72,Turbo1_A,Astrocyte,Turbo1
Sh2d5,61,Turbo1_A,Astrocyte,Turbo1
Rbm17,27,Turbo1_A,Astrocyte,Turbo1
Adgrl2,38,Turbo1_A,Astrocyte,Turbo1
Spata2,72,Turbo1_A,Astrocyte,Turbo1
Aldh1l2,44,Turbo1_A,Astrocyte,Turbo1
Oplah,22,Turbo1_A,Astrocyte,Turbo1
Fnbp1l,72,Turbo1_A,Astrocyte,Turbo1
Bclaf1,61,Turbo1_A,Astrocyte,Turbo1
Scamp1,90,Turbo1_A,Astrocyte,Turbo1
KIAA1143,24,Turbo1_A,Astrocyte,Turbo1
Ift80,17,Turbo1_A,Astrocyte,Turbo1
Samd14,1,Turbo1_A,Astrocyte,Turbo1
Trhde,38,Turbo1_A,Astrocyte,Turbo1
Faim2,80,Turbo1_A,Astrocyte,Turbo1
Cyp51a1,32,Turbo1_A,Astrocyte,Turbo1
Gmds,80,Turbo1_A,Astrocyte,Turbo1
Cdk17,30,Turbo1_A,Astrocyte,Turbo1
Gfm1,63,Turbo1_A,Astrocyte,Turbo1
Get1,49,Turbo1_A,Astrocyte,Turbo1
Tbc1d23,52,Turbo1_A,Astrocyte,Turbo1
Eipr1,62,Turbo1_A,Astrocyte,Turbo1
Meak7,39,Turbo1_A,Astrocyte,Turbo1
Arhgap18,23,Turbo1_A,Astrocyte,Turbo1
Phyhip,93,Turbo1_A,Astrocyte,Turbo1
Erich5,2,Turbo1_A,Astrocyte,Turbo1
Rtn1,95,Turbo1_A,Astrocyte,Turbo1
Katnal1,61,Turbo1_A,Astrocyte,Turbo1
Unc13c,22,Turbo1_A,Astrocyte,Turbo1
Hspa12a,96,Turbo1_A,Astrocyte,Turbo1
Dcun1d3,18,Turbo1_A,Astrocyte,Turbo1
Fez1,8,Turbo1_A,Astrocyte,Turbo1
Taco1,34,Turbo1_A,Astrocyte,Turbo1
Ints9,15,Turbo1_A,Astrocyte,Turbo1
Plekho2,69,Turbo1_A,Astrocyte,Turbo1
Mtrf1,26,Turbo1_A,Astrocyte,Turbo1
Kiaa0319l,51,Turbo1_A,Astrocyte,Turbo1
Pdxk,84,Turbo1_A,Astrocyte,Turbo1
Tmem41b,40,Turbo1_A,Astrocyte,Turbo1
Cc2d1a,74,Turbo1_A,Astrocyte,Turbo1
Angel2,37,Turbo1_A,Astrocyte,Turbo1
Stx5,25,Turbo1_A,Astrocyte,Turbo1
Alkbh3,30,Turbo1_A,Astrocyte,Turbo1
Tdrd7,43,Turbo1_A,Astrocyte,Turbo1
Trnt1,20,Turbo1_A,Astrocyte,Turbo1
Ppp1r11,50,Turbo1_A,Astrocyte,Turbo1
Dnm1l,97,Turbo1_A,Astrocyte,Turbo1
Pnpla8,44,Turbo1_A,Astrocyte,Turbo1
Spats2,25,Turbo1_A,Astrocyte,Turbo1
Pnpt1,49,Turbo1_A,Astrocyte,Turbo1
Nek9,62,Turbo1_A,Astrocyte,Turbo1
Unc5d,5,Turbo1_A,Astrocyte,Turbo1
Unc5b,33,Turbo1_A,Astrocyte,Turbo1
Unc5a,54,Turbo1_A,Astrocyte,Turbo1
Spire2,10,Turbo1_A,Astrocyte,Turbo1
Wdr11,47,Turbo1_A,Astrocyte,Turbo1
Nckap1l,16,Turbo1_A,Astrocyte,Turbo1
C1orf21,13,Turbo1_A,Astrocyte,Turbo1
Slc31a1,30,Turbo1_A,Astrocyte,Turbo1
Pacs1,93,Turbo1_A,Astrocyte,Turbo1
Arfip2,71,Turbo1_A,Astrocyte,Turbo1
Nat10,8,Turbo1_A,Astrocyte,Turbo1
Uvrag,9,Turbo1_A,Astrocyte,Turbo1
Abcf3,48,Turbo1_A,Astrocyte,Turbo1
Fn3krp,60,Turbo1_A,Astrocyte,Turbo1
Gtf3c1,23,Turbo1_A,Astrocyte,Turbo1
Fcho1,5,Turbo1_A,Astrocyte,Turbo1
Mtmr3,21,Turbo1_A,Astrocyte,Turbo1
Gulp1,23,Turbo1_A,Astrocyte,Turbo1
Sdha,98,Turbo1_A,Astrocyte,Turbo1
Sirt5,39,Turbo1_A,Astrocyte,Turbo1
Gpat4,10,Turbo1_A,Astrocyte,Turbo1
Hacd3,89,Turbo1_A,Astrocyte,Turbo1
Edc3,72,Turbo1_A,Astrocyte,Turbo1
Otud6b,24,Turbo1_A,Astrocyte,Turbo1
Plcd3,14,Turbo1_A,Astrocyte,Turbo1
Rell1,50,Turbo1_A,Astrocyte,Turbo1
Agfg1,94,Turbo1_A,Astrocyte,Turbo1
Trappc12,80,Turbo1_A,Astrocyte,Turbo1
Mrpl38,29,Turbo1_A,Astrocyte,Turbo1
Rfesd,15,Turbo1_A,Astrocyte,Turbo1
Slc38a1,57,Turbo1_A,Astrocyte,Turbo1
Shtn1,36,Turbo1_A,Astrocyte,Turbo1
Nmral1,46,Turbo1_A,Astrocyte,Turbo1
Ppp4r1,15,Turbo1_A,Astrocyte,Turbo1
Ipo11,41,Turbo1_A,Astrocyte,Turbo1
Rbm48,4,Turbo1_A,Astrocyte,Turbo1
Obi1,16,Turbo1_A,Astrocyte,Turbo1
Mrpl47,55,Turbo1_A,Astrocyte,Turbo1
Tmem129,22,Turbo1_A,Astrocyte,Turbo1
Matr3,87,Turbo1_A,Astrocyte,Turbo1
Champ1,41,Turbo1_A,Astrocyte,Turbo1
Inpp5b,34,Turbo1_A,Astrocyte,Turbo1
Atat1,72,Turbo1_A,Astrocyte,Turbo1
Cbr3,55,Turbo1_A,Astrocyte,Turbo1
Pigu,34,Turbo1_A,Astrocyte,Turbo1
Lrrtm1,45,Turbo1_A,Astrocyte,Turbo1
Dennd1a,45,Turbo1_A,Astrocyte,Turbo1
Rab15,64,Turbo1_A,Astrocyte,Turbo1
Plcl2,84,Turbo1_A,Astrocyte,Turbo1
Fbxo45,7,Turbo1_A,Astrocyte,Turbo1
Lzic,83,Turbo1_A,Astrocyte,Turbo1
Ahi1,34,Turbo1_A,Astrocyte,Turbo1
Kcnq3,38,Turbo1_A,Astrocyte,Turbo1
Appl2,95,Turbo1_A,Astrocyte,Turbo1
Appl1,87,Turbo1_A,Astrocyte,Turbo1
Myrip,90,Turbo1_A,Astrocyte,Turbo1
Glcci1,8,Turbo1_A,Astrocyte,Turbo1
Ndufs8,45,Turbo1_A,Astrocyte,Turbo1
Minar1,15,Turbo1_A,Astrocyte,Turbo1
Babam2,28,Turbo1_A,Astrocyte,Turbo1
Casc3,4,Turbo1_A,Astrocyte,Turbo1
Irf2bpl,12,Turbo1_A,Astrocyte,Turbo1
Pom121,58,Turbo1_A,Astrocyte,Turbo1
Stxbp5,79,Turbo1_A,Astrocyte,Turbo1
Lgi3,65,Turbo1_A,Astrocyte,Turbo1
Pitrm1,33,Turbo1_A,Astrocyte,Turbo1
Abca5,29,Turbo1_A,Astrocyte,Turbo1
Abca9,29,Turbo1_A,Astrocyte,Turbo1
Mta1,46,Turbo1_A,Astrocyte,Turbo1
Abhd11,30,Turbo1_A,Astrocyte,Turbo1
Ablim1,77,Turbo1_A,Astrocyte,Turbo1
Arhgef6,28,Turbo1_A,Astrocyte,Turbo1
Mrtfa,1,Turbo1_A,Astrocyte,Turbo1
Pank1,3,Turbo1_A,Astrocyte,Turbo1
Hecw1,52,Turbo1_A,Astrocyte,Turbo1
Rptor,94,Turbo1_A,Astrocyte,Turbo1
Pitpnc1,70,Turbo1_A,Astrocyte,Turbo1
Dusp19,16,Turbo1_A,Astrocyte,Turbo1
Agpat4,71,Turbo1_A,Astrocyte,Turbo1
Lgi2,19,Turbo1_A,Astrocyte,Turbo1
Naxe,40,Turbo1_A,Astrocyte,Turbo1
Sf3a1,80,Turbo1_A,Astrocyte,Turbo1
Slc8a2,95,Turbo1_A,Astrocyte,Turbo1
KRT78,66,Turbo1_A,Astrocyte,Turbo1
Dcaf8,28,Turbo1_A,Astrocyte,Turbo1
Ahsa2,19,Turbo1_A,Astrocyte,Turbo1
Gpt,19,Turbo1_A,Astrocyte,Turbo1
Hibch,65,Turbo1_A,Astrocyte,Turbo1
Acat1,98,Turbo1_A,Astrocyte,Turbo1
Ccsap,45,Turbo1_A,Astrocyte,Turbo1
Stk32c,40,Turbo1_A,Astrocyte,Turbo1
IntS13,10,Turbo1_A,Astrocyte,Turbo1
Eif3l,73,Turbo1_A,Astrocyte,Turbo1
Tprkb,29,Turbo1_A,Astrocyte,Turbo1
Mapre2,93,Turbo1_A,Astrocyte,Turbo1
Aimp2,71,Turbo1_A,Astrocyte,Turbo1
