gs_long2,pct,condition2,cell,BioID
Ndufa6,NA,Turbo2_A,Astrocyte,Turbo2
Psmd9,NA,Turbo2_A,Astrocyte,Turbo2
Ufc1,NA,Turbo2_A,Astrocyte,Turbo2
Ppid,48,Turbo2_A,Astrocyte,Turbo2
Vta1,NA,Turbo2_A,Astrocyte,Turbo2
Ccdc43,22,Turbo2_A,Astrocyte,Turbo2
Ppdpf,5,Turbo2_A,Astrocyte,Turbo2
Wdr45b,NA,Turbo2_A,Astrocyte,Turbo2
Atp6v1g1,NA,Turbo2_A,Astrocyte,Turbo2
Nkiras2,3,Turbo2_A,Astrocyte,Turbo2
Rpl14,67,Turbo2_A,Astrocyte,Turbo2
Golt1b,11,Turbo2_A,Astrocyte,Turbo2
Slc25a11,81,Turbo2_A,Astrocyte,Turbo2
Tmem33,42,Turbo2_A,Astrocyte,Turbo2
Uqcrfs1,73,Turbo2_A,Astrocyte,Turbo2
Carhsp1,NA,Turbo2_A,Astrocyte,Turbo2
Necap1,66,Turbo2_A,Astrocyte,Turbo2
Golph3,NA,Turbo2_A,Astrocyte,Turbo2
Dmac2l,NA,Turbo2_A,Astrocyte,Turbo2
Fgfr1op2,NA,Turbo2_A,Astrocyte,Turbo2
Nhp2,NA,Turbo2_A,Astrocyte,Turbo2
Tppp3,53,Turbo2_A,Astrocyte,Turbo2
Mtfp1,NA,Turbo2_A,Astrocyte,Turbo2
Lrrc40,5,Turbo2_A,Astrocyte,Turbo2
Ociad1,3,Turbo2_A,Astrocyte,Turbo2
Xpot,NA,Turbo2_A,Astrocyte,Turbo2
Gdpd1,36,Turbo2_A,Astrocyte,Turbo2
Prps2,NA,Turbo2_A,Astrocyte,Turbo2
Filip1,NA,Turbo2_A,Astrocyte,Turbo2
Nrxn1,53,Turbo2_A,Astrocyte,Turbo2
Pard3b,NA,Turbo2_A,Astrocyte,Turbo2
Dis3,NA,Turbo2_A,Astrocyte,Turbo2
Snw1,38,Turbo2_A,Astrocyte,Turbo2
Ranbp3,55,Turbo2_A,Astrocyte,Turbo2
Micu3,NA,Turbo2_A,Astrocyte,Turbo2
Smc1a,NA,Turbo2_A,Astrocyte,Turbo2
Zmym2,NA,Turbo2_A,Astrocyte,Turbo2
Smurf1,NA,Turbo2_A,Astrocyte,Turbo2
Arpc2,81,Turbo2_A,Astrocyte,Turbo2
Spata45,NA,Turbo2_A,Astrocyte,Turbo2
Smc3,NA,Turbo2_A,Astrocyte,Turbo2
Ppp1r3g,78,Turbo2_A,Astrocyte,Turbo2
Raver1,NA,Turbo2_A,Astrocyte,Turbo2
Golga1,NA,Turbo2_A,Astrocyte,Turbo2
Nubpl,NA,Turbo2_A,Astrocyte,Turbo2
Mtfr1l,69,Turbo2_A,Astrocyte,Turbo2
Tubb2b,90,Turbo2_A,Astrocyte,Turbo2
Bbs2,NA,Turbo2_A,Astrocyte,Turbo2
Atic,24,Turbo2_A,Astrocyte,Turbo2
Snx2,84,Turbo2_A,Astrocyte,Turbo2
Arhgef25,NA,Turbo2_A,Astrocyte,Turbo2
Smyd3,NA,Turbo2_A,Astrocyte,Turbo2
Ddah1,46,Turbo2_A,Astrocyte,Turbo2
Rnf135,NA,Turbo2_A,Astrocyte,Turbo2
Ints11,NA,Turbo2_A,Astrocyte,Turbo2
Uqcc1,NA,Turbo2_A,Astrocyte,Turbo2
Nup37,NA,Turbo2_A,Astrocyte,Turbo2
Ndufaf1,NA,Turbo2_A,Astrocyte,Turbo2
Rpusd4,NA,Turbo2_A,Astrocyte,Turbo2
Napg,29,Turbo2_A,Astrocyte,Turbo2
Ist1,80,Turbo2_A,Astrocyte,Turbo2
Sugt1,65,Turbo2_A,Astrocyte,Turbo2
Psmd8,NA,Turbo2_A,Astrocyte,Turbo2
Cygb,NA,Turbo2_A,Astrocyte,Turbo2
Hnrnpa0,57,Turbo2_A,Astrocyte,Turbo2
Tbc1d15,42,Turbo2_A,Astrocyte,Turbo2
Coq5,NA,Turbo2_A,Astrocyte,Turbo2
Abcb8,14,Turbo2_A,Astrocyte,Turbo2
Rbm33,NA,Turbo2_A,Astrocyte,Turbo2
Exo5,NA,Turbo2_A,Astrocyte,Turbo2
Dhrs7,NA,Turbo2_A,Astrocyte,Turbo2
Cenpv,52,Turbo2_A,Astrocyte,Turbo2
Pmpcb,NA,Turbo2_A,Astrocyte,Turbo2
Sdhd,41,Turbo2_A,Astrocyte,Turbo2
Dcun1d5,NA,Turbo2_A,Astrocyte,Turbo2
Cacybp,74,Turbo2_A,Astrocyte,Turbo2
Rpl11,74,Turbo2_A,Astrocyte,Turbo2
Cuedc2,NA,Turbo2_A,Astrocyte,Turbo2
Ilf2,NA,Turbo2_A,Astrocyte,Turbo2
Pigk,NA,Turbo2_A,Astrocyte,Turbo2
Snx7,NA,Turbo2_A,Astrocyte,Turbo2
Tecr,79,Turbo2_A,Astrocyte,Turbo2
Serbp1,86,Turbo2_A,Astrocyte,Turbo2
Blvra,NA,Turbo2_A,Astrocyte,Turbo2
Gar1,NA,Turbo2_A,Astrocyte,Turbo2
Ssu72,NA,Turbo2_A,Astrocyte,Turbo2
Trim13,NA,Turbo2_A,Astrocyte,Turbo2
Prxl2a,17,Turbo2_A,Astrocyte,Turbo2
Glipr2,NA,Turbo2_A,Astrocyte,Turbo2
Spcs2,NA,Turbo2_A,Astrocyte,Turbo2
Sesn3,NA,Turbo2_A,Astrocyte,Turbo2
Pgm3,10,Turbo2_A,Astrocyte,Turbo2
Cap2,84,Turbo2_A,Astrocyte,Turbo2
Dph7,NA,Turbo2_A,Astrocyte,Turbo2
Tpd52l2,74,Turbo2_A,Astrocyte,Turbo2
Cops7a,NA,Turbo2_A,Astrocyte,Turbo2
Uqcrc1,74,Turbo2_A,Astrocyte,Turbo2
Snf8,NA,Turbo2_A,Astrocyte,Turbo2
Ola1,33,Turbo2_A,Astrocyte,Turbo2
Naxd,NA,Turbo2_A,Astrocyte,Turbo2
Nsfl1c,56,Turbo2_A,Astrocyte,Turbo2
Cep97,NA,Turbo2_A,Astrocyte,Turbo2
Srfbp1,NA,Turbo2_A,Astrocyte,Turbo2
Zcrb1,NA,Turbo2_A,Astrocyte,Turbo2
Nde1,7,Turbo2_A,Astrocyte,Turbo2
Sdhc,63,Turbo2_A,Astrocyte,Turbo2
Thumpd2,NA,Turbo2_A,Astrocyte,Turbo2
Scrn1,32,Turbo2_A,Astrocyte,Turbo2
Gars1,25,Turbo2_A,Astrocyte,Turbo2
Psmg3,NA,Turbo2_A,Astrocyte,Turbo2
Hspa12b,NA,Turbo2_A,Astrocyte,Turbo2
Rpl15,62,Turbo2_A,Astrocyte,Turbo2
Shisa9,27,Turbo2_A,Astrocyte,Turbo2
Bcs1l,19,Turbo2_A,Astrocyte,Turbo2
Cdc37l1,17,Turbo2_A,Astrocyte,Turbo2
Tomm40l,24,Turbo2_A,Astrocyte,Turbo2
Tsfm,NA,Turbo2_A,Astrocyte,Turbo2
Aldh1b1,6,Turbo2_A,Astrocyte,Turbo2
Polr3e,NA,Turbo2_A,Astrocyte,Turbo2
Rab3b,58,Turbo2_A,Astrocyte,Turbo2
Cs,80,Turbo2_A,Astrocyte,Turbo2
Acsl3,48,Turbo2_A,Astrocyte,Turbo2
Tomm70,33,Turbo2_A,Astrocyte,Turbo2
Elp3,24,Turbo2_A,Astrocyte,Turbo2
Emc4,NA,Turbo2_A,Astrocyte,Turbo2
Ube2v1,39,Turbo2_A,Astrocyte,Turbo2
Lipt2,NA,Turbo2_A,Astrocyte,Turbo2
Nt5c3a,NA,Turbo2_A,Astrocyte,Turbo2
Mpc2,71,Turbo2_A,Astrocyte,Turbo2
Ccdc47,NA,Turbo2_A,Astrocyte,Turbo2
Nkain1,NA,Turbo2_A,Astrocyte,Turbo2
Pdhb,81,Turbo2_A,Astrocyte,Turbo2
Acbd6,NA,Turbo2_A,Astrocyte,Turbo2
Mdm1,NA,Turbo2_A,Astrocyte,Turbo2
Mms19,23,Turbo2_A,Astrocyte,Turbo2
Mgrn1,NA,Turbo2_A,Astrocyte,Turbo2
Arpin,69,Turbo2_A,Astrocyte,Turbo2
Mtpap,NA,Turbo2_A,Astrocyte,Turbo2
Hnrnpm,94,Turbo2_A,Astrocyte,Turbo2
Lysmd1,NA,Turbo2_A,Astrocyte,Turbo2
Lman1,6,Turbo2_A,Astrocyte,Turbo2
Pgm1,NA,Turbo2_A,Astrocyte,Turbo2
Mrps30,NA,Turbo2_A,Astrocyte,Turbo2
Stx17,NA,Turbo2_A,Astrocyte,Turbo2
Rars1,51,Turbo2_A,Astrocyte,Turbo2
Arl2,8,Turbo2_A,Astrocyte,Turbo2
Ptms,NA,Turbo2_A,Astrocyte,Turbo2
Oxct1,76,Turbo2_A,Astrocyte,Turbo2
Adck1,NA,Turbo2_A,Astrocyte,Turbo2
Armc10,NA,Turbo2_A,Astrocyte,Turbo2
Rnmt,15,Turbo2_A,Astrocyte,Turbo2
Prpsap1,5,Turbo2_A,Astrocyte,Turbo2
Cyc1,65,Turbo2_A,Astrocyte,Turbo2
Dynll2,53,Turbo2_A,Astrocyte,Turbo2
Mrpl45,22,Turbo2_A,Astrocyte,Turbo2
Tars1,54,Turbo2_A,Astrocyte,Turbo2
Lsm12,15,Turbo2_A,Astrocyte,Turbo2
Hint2,NA,Turbo2_A,Astrocyte,Turbo2
Snu13,NA,Turbo2_A,Astrocyte,Turbo2
Ebag9,NA,Turbo2_A,Astrocyte,Turbo2
Ppil1,NA,Turbo2_A,Astrocyte,Turbo2
Dnlz,NA,Turbo2_A,Astrocyte,Turbo2
Ints12,NA,Turbo2_A,Astrocyte,Turbo2
Gatd3,70,Turbo2_A,Astrocyte,Turbo2
Cndp2,42,Turbo2_A,Astrocyte,Turbo2
Tmed10,21,Turbo2_A,Astrocyte,Turbo2
Tbcb,60,Turbo2_A,Astrocyte,Turbo2
Agpat5,NA,Turbo2_A,Astrocyte,Turbo2
Rab1b,61,Turbo2_A,Astrocyte,Turbo2
Lrrc57,NA,Turbo2_A,Astrocyte,Turbo2
Get4,NA,Turbo2_A,Astrocyte,Turbo2
Mrpl53,NA,Turbo2_A,Astrocyte,Turbo2
Mcee,NA,Turbo2_A,Astrocyte,Turbo2
Mrpl14,NA,Turbo2_A,Astrocyte,Turbo2
Necap2,76,Turbo2_A,Astrocyte,Turbo2
Sarnp,15,Turbo2_A,Astrocyte,Turbo2
Adissp,NA,Turbo2_A,Astrocyte,Turbo2
Sec13,28,Turbo2_A,Astrocyte,Turbo2
Eef1e1,NA,Turbo2_A,Astrocyte,Turbo2
Mrpl21,NA,Turbo2_A,Astrocyte,Turbo2
Mrpl13,NA,Turbo2_A,Astrocyte,Turbo2
Chordc1,75,Turbo2_A,Astrocyte,Turbo2
Erp44,NA,Turbo2_A,Astrocyte,Turbo2
Tmem126b,NA,Turbo2_A,Astrocyte,Turbo2
Kti12,NA,Turbo2_A,Astrocyte,Turbo2
Rpl34,58,Turbo2_A,Astrocyte,Turbo2
Lingo1,27,Turbo2_A,Astrocyte,Turbo2
Nol3,NA,Turbo2_A,Astrocyte,Turbo2
Mmab,NA,Turbo2_A,Astrocyte,Turbo2
Trappc6b,NA,Turbo2_A,Astrocyte,Turbo2
Dlst,53,Turbo2_A,Astrocyte,Turbo2
Ube2v2,76,Turbo2_A,Astrocyte,Turbo2
Dtna,98,Turbo2_A,Astrocyte,Turbo2
Vps33a,46,Turbo2_A,Astrocyte,Turbo2
Mobp,NA,Turbo2_A,Astrocyte,Turbo2
Aacs,84,Turbo2_A,Astrocyte,Turbo2
Aar2,NA,Turbo2_A,Astrocyte,Turbo2
Coro7,96,Turbo2_A,Astrocyte,Turbo2
Rasgef1c,NA,Turbo2_A,Astrocyte,Turbo2
Tmem35a,NA,Turbo2_A,Astrocyte,Turbo2
Acp1,30,Turbo2_A,Astrocyte,Turbo2
Ephx1,NA,Turbo2_A,Astrocyte,Turbo2
Rufy3,77,Turbo2_A,Astrocyte,Turbo2
Nos1ap,51,Turbo2_A,Astrocyte,Turbo2
Ttyh1,NA,Turbo2_A,Astrocyte,Turbo2
Hacd2,15,Turbo2_A,Astrocyte,Turbo2
Pus10,NA,Turbo2_A,Astrocyte,Turbo2
Oxsm,5,Turbo2_A,Astrocyte,Turbo2
Dlgap1,83,Turbo2_A,Astrocyte,Turbo2
Cmip,NA,Turbo2_A,Astrocyte,Turbo2
Clvs1,NA,Turbo2_A,Astrocyte,Turbo2
Plpp6,4,Turbo2_A,Astrocyte,Turbo2
Exoc2,32,Turbo2_A,Astrocyte,Turbo2
Amotl1,NA,Turbo2_A,Astrocyte,Turbo2
Cul2,61,Turbo2_A,Astrocyte,Turbo2
Phf14,NA,Turbo2_A,Astrocyte,Turbo2
Phf6,NA,Turbo2_A,Astrocyte,Turbo2
Rabl3,NA,Turbo2_A,Astrocyte,Turbo2
Agpat3,69,Turbo2_A,Astrocyte,Turbo2
Sf3a3,NA,Turbo2_A,Astrocyte,Turbo2
Shpk,NA,Turbo2_A,Astrocyte,Turbo2
Wdr20,37,Turbo2_A,Astrocyte,Turbo2
Atad1,42,Turbo2_A,Astrocyte,Turbo2
Cul5,48,Turbo2_A,Astrocyte,Turbo2
Syap1,66,Turbo2_A,Astrocyte,Turbo2
Ptp4a3,NA,Turbo2_A,Astrocyte,Turbo2
Sec23b,NA,Turbo2_A,Astrocyte,Turbo2
Sun1,NA,Turbo2_A,Astrocyte,Turbo2
Rin2,NA,Turbo2_A,Astrocyte,Turbo2
Ttc9b,NA,Turbo2_A,Astrocyte,Turbo2
Gabra4,NA,Turbo2_A,Astrocyte,Turbo2
Tubb4a,98,Turbo2_A,Astrocyte,Turbo2
Lurap1,13,Turbo2_A,Astrocyte,Turbo2
Ndufb8,NA,Turbo2_A,Astrocyte,Turbo2
Ndufv2,26,Turbo2_A,Astrocyte,Turbo2
Synj2bp,NA,Turbo2_A,Astrocyte,Turbo2
Fundc2,43,Turbo2_A,Astrocyte,Turbo2
Slc25a22,93,Turbo2_A,Astrocyte,Turbo2
Calml3,NA,Turbo2_A,Astrocyte,Turbo2
Idh3a,59,Turbo2_A,Astrocyte,Turbo2
Nosip,NA,Turbo2_A,Astrocyte,Turbo2
Borcs6,NA,Turbo2_A,Astrocyte,Turbo2
Msra,10,Turbo2_A,Astrocyte,Turbo2
Gbe1,52,Turbo2_A,Astrocyte,Turbo2
Nop56,NA,Turbo2_A,Astrocyte,Turbo2
Rpap3,18,Turbo2_A,Astrocyte,Turbo2
Tmx2,45,Turbo2_A,Astrocyte,Turbo2
Trir,NA,Turbo2_A,Astrocyte,Turbo2
Mrpl2,NA,Turbo2_A,Astrocyte,Turbo2
Ppil2,NA,Turbo2_A,Astrocyte,Turbo2
Dus2,9,Turbo2_A,Astrocyte,Turbo2
Acad8,36,Turbo2_A,Astrocyte,Turbo2
Prps1,9,Turbo2_A,Astrocyte,Turbo2
RtcA,30,Turbo2_A,Astrocyte,Turbo2
Mrpl30,NA,Turbo2_A,Astrocyte,Turbo2
Apmap,2,Turbo2_A,Astrocyte,Turbo2
Iscu,NA,Turbo2_A,Astrocyte,Turbo2
Chmp5,31,Turbo2_A,Astrocyte,Turbo2
Lysmd2,22,Turbo2_A,Astrocyte,Turbo2
Kctd4,NA,Turbo2_A,Astrocyte,Turbo2
Dusp3,68,Turbo2_A,Astrocyte,Turbo2
Ggct,NA,Turbo2_A,Astrocyte,Turbo2
Ppa1,27,Turbo2_A,Astrocyte,Turbo2
Fip1l1,NA,Turbo2_A,Astrocyte,Turbo2
Dnajb4,NA,Turbo2_A,Astrocyte,Turbo2
Tmem68,NA,Turbo2_A,Astrocyte,Turbo2
Timm50,NA,Turbo2_A,Astrocyte,Turbo2
U2af1,NA,Turbo2_A,Astrocyte,Turbo2
Itpa,38,Turbo2_A,Astrocyte,Turbo2
Arpc5l,NA,Turbo2_A,Astrocyte,Turbo2
Aig1,27,Turbo2_A,Astrocyte,Turbo2
Chmp4b,59,Turbo2_A,Astrocyte,Turbo2
Ndufa11,NA,Turbo2_A,Astrocyte,Turbo2
Fam210b,NA,Turbo2_A,Astrocyte,Turbo2
Jam3,57,Turbo2_A,Astrocyte,Turbo2
Rpl4,76,Turbo2_A,Astrocyte,Turbo2
C11orf52,NA,Turbo2_A,Astrocyte,Turbo2
Ccdc91,NA,Turbo2_A,Astrocyte,Turbo2
Eef1g,84,Turbo2_A,Astrocyte,Turbo2
Dennd10,NA,Turbo2_A,Astrocyte,Turbo2
Arfgap3,21,Turbo2_A,Astrocyte,Turbo2
Rexo2,NA,Turbo2_A,Astrocyte,Turbo2
Slirp,NA,Turbo2_A,Astrocyte,Turbo2
Snx5,49,Turbo2_A,Astrocyte,Turbo2
Psmd12,NA,Turbo2_A,Astrocyte,Turbo2
Ociad2,3,Turbo2_A,Astrocyte,Turbo2
Ccdc124,41,Turbo2_A,Astrocyte,Turbo2
Efhd2,91,Turbo2_A,Astrocyte,Turbo2
Tmem126a,NA,Turbo2_A,Astrocyte,Turbo2
Atg101,NA,Turbo2_A,Astrocyte,Turbo2
Atg7,1,Turbo2_A,Astrocyte,Turbo2
Borcs5,NA,Turbo2_A,Astrocyte,Turbo2
Isca1,26,Turbo2_A,Astrocyte,Turbo2
Spcs1,18,Turbo2_A,Astrocyte,Turbo2
Gatm,25,Turbo2_A,Astrocyte,Turbo2
Slc22a17,19,Turbo2_A,Astrocyte,Turbo2
Aven,12,Turbo2_A,Astrocyte,Turbo2
Usp12,20,Turbo2_A,Astrocyte,Turbo2
Echdc1,88,Turbo2_A,Astrocyte,Turbo2
Ift22,6,Turbo2_A,Astrocyte,Turbo2
Fam135b,NA,Turbo2_A,Astrocyte,Turbo2
Phpt1,40,Turbo2_A,Astrocyte,Turbo2
Slc25a19,NA,Turbo2_A,Astrocyte,Turbo2
Dcps,NA,Turbo2_A,Astrocyte,Turbo2
Gng12,NA,Turbo2_A,Astrocyte,Turbo2
Prpf4,NA,Turbo2_A,Astrocyte,Turbo2
Cnn3,92,Turbo2_A,Astrocyte,Turbo2
Appbp2,NA,Turbo2_A,Astrocyte,Turbo2
Zfyve19,NA,Turbo2_A,Astrocyte,Turbo2
Napa,NA,Turbo2_A,Astrocyte,Turbo2
Cab39l,NA,Turbo2_A,Astrocyte,Turbo2
Atp5po,64,Turbo2_A,Astrocyte,Turbo2
Alg5,NA,Turbo2_A,Astrocyte,Turbo2
Mcts1,12,Turbo2_A,Astrocyte,Turbo2
Haghl,NA,Turbo2_A,Astrocyte,Turbo2
Slc25a18,59,Turbo2_A,Astrocyte,Turbo2
Zfpl1,NA,Turbo2_A,Astrocyte,Turbo2
Prxl2b,NA,Turbo2_A,Astrocyte,Turbo2
Btbd17,NA,Turbo2_A,Astrocyte,Turbo2
Cyb5r1,24,Turbo2_A,Astrocyte,Turbo2
Cdip1,NA,Turbo2_A,Astrocyte,Turbo2
Uqcrc2,74,Turbo2_A,Astrocyte,Turbo2
Smg9,9,Turbo2_A,Astrocyte,Turbo2
Tysnd1,NA,Turbo2_A,Astrocyte,Turbo2
Gtf2h1,NA,Turbo2_A,Astrocyte,Turbo2
Selenoo,NA,Turbo2_A,Astrocyte,Turbo2
Cmtr1,60,Turbo2_A,Astrocyte,Turbo2
Prkar1a,NA,Turbo2_A,Astrocyte,Turbo2
Csad,29,Turbo2_A,Astrocyte,Turbo2
Alg2,50,Turbo2_A,Astrocyte,Turbo2
Aldh7a1,60,Turbo2_A,Astrocyte,Turbo2
Ap2b1,92,Turbo2_A,Astrocyte,Turbo2
Plin3,84,Turbo2_A,Astrocyte,Turbo2
Rpn2,NA,Turbo2_A,Astrocyte,Turbo2
Srpra,60,Turbo2_A,Astrocyte,Turbo2
Wwp2,NA,Turbo2_A,Astrocyte,Turbo2
Lman2,NA,Turbo2_A,Astrocyte,Turbo2
Pgam1,92,Turbo2_A,Astrocyte,Turbo2
Acadsb,14,Turbo2_A,Astrocyte,Turbo2
Coasy,20,Turbo2_A,Astrocyte,Turbo2
Gpatch1,NA,Turbo2_A,Astrocyte,Turbo2
P33monox,57,Turbo2_A,Astrocyte,Turbo2
Lonp2,NA,Turbo2_A,Astrocyte,Turbo2
Cmpk1,68,Turbo2_A,Astrocyte,Turbo2
Akap8,NA,Turbo2_A,Astrocyte,Turbo2
Xrn2,NA,Turbo2_A,Astrocyte,Turbo2
Fam13c,NA,Turbo2_A,Astrocyte,Turbo2
Armc8,NA,Turbo2_A,Astrocyte,Turbo2
Apbb2,NA,Turbo2_A,Astrocyte,Turbo2
Ppp1r12a,59,Turbo2_A,Astrocyte,Turbo2
Tprg1l,NA,Turbo2_A,Astrocyte,Turbo2
Klc4,31,Turbo2_A,Astrocyte,Turbo2
Osbpl3,NA,Turbo2_A,Astrocyte,Turbo2
Ampd2,86,Turbo2_A,Astrocyte,Turbo2
Riok3,NA,Turbo2_A,Astrocyte,Turbo2
Mxra8,NA,Turbo2_A,Astrocyte,Turbo2
Pdcl,71,Turbo2_A,Astrocyte,Turbo2
Foxp4,NA,Turbo2_A,Astrocyte,Turbo2
Eif3k,NA,Turbo2_A,Astrocyte,Turbo2
Rgs3,NA,Turbo2_A,Astrocyte,Turbo2
Nebl,91,Turbo2_A,Astrocyte,Turbo2
Plxdc2,NA,Turbo2_A,Astrocyte,Turbo2
Ergic1,NA,Turbo2_A,Astrocyte,Turbo2
Dcaf6,NA,Turbo2_A,Astrocyte,Turbo2
Dnajc10,NA,Turbo2_A,Astrocyte,Turbo2
Csnk1d,NA,Turbo2_A,Astrocyte,Turbo2
Cdc40,NA,Turbo2_A,Astrocyte,Turbo2
Crot,24,Turbo2_A,Astrocyte,Turbo2
Gnai3,3,Turbo2_A,Astrocyte,Turbo2
Cpne8,NA,Turbo2_A,Astrocyte,Turbo2
Pmpca,NA,Turbo2_A,Astrocyte,Turbo2
Fbxo3,NA,Turbo2_A,Astrocyte,Turbo2
Ndufa9,58,Turbo2_A,Astrocyte,Turbo2
Ndufs7,75,Turbo2_A,Astrocyte,Turbo2
Mrps11,NA,Turbo2_A,Astrocyte,Turbo2
Pycr3,NA,Turbo2_A,Astrocyte,Turbo2
Tomm20,NA,Turbo2_A,Astrocyte,Turbo2
Pgd,39,Turbo2_A,Astrocyte,Turbo2
Xab2,82,Turbo2_A,Astrocyte,Turbo2
Pak1ip1,NA,Turbo2_A,Astrocyte,Turbo2
Ssr3,NA,Turbo2_A,Astrocyte,Turbo2
Eif3f,5,Turbo2_A,Astrocyte,Turbo2
Zfand6,NA,Turbo2_A,Astrocyte,Turbo2
Mlst8,NA,Turbo2_A,Astrocyte,Turbo2
Ndufa8,NA,Turbo2_A,Astrocyte,Turbo2
Npl,NA,Turbo2_A,Astrocyte,Turbo2
Ppp1r2,82,Turbo2_A,Astrocyte,Turbo2
Paics,85,Turbo2_A,Astrocyte,Turbo2
Gstk1,NA,Turbo2_A,Astrocyte,Turbo2
Nacc2,NA,Turbo2_A,Astrocyte,Turbo2
Nudt12,21,Turbo2_A,Astrocyte,Turbo2
Cyb5r3,97,Turbo2_A,Astrocyte,Turbo2
Slc38a3,97,Turbo2_A,Astrocyte,Turbo2
Ap3s1,28,Turbo2_A,Astrocyte,Turbo2
Mettl26,NA,Turbo2_A,Astrocyte,Turbo2
Mecr,NA,Turbo2_A,Astrocyte,Turbo2
Ndufb10,NA,Turbo2_A,Astrocyte,Turbo2
Akr1e2,NA,Turbo2_A,Astrocyte,Turbo2
Ndufs3,NA,Turbo2_A,Astrocyte,Turbo2
Sdf2,NA,Turbo2_A,Astrocyte,Turbo2
Crip2,96,Turbo2_A,Astrocyte,Turbo2
Mrpl4,NA,Turbo2_A,Astrocyte,Turbo2
Etfb,NA,Turbo2_A,Astrocyte,Turbo2
Atp5pd,2,Turbo2_A,Astrocyte,Turbo2
Gmpr,10,Turbo2_A,Astrocyte,Turbo2
Apoo,NA,Turbo2_A,Astrocyte,Turbo2
Dtd1,NA,Turbo2_A,Astrocyte,Turbo2
Tsc1,28,Turbo2_A,Astrocyte,Turbo2
Sacm1l,62,Turbo2_A,Astrocyte,Turbo2
Rai14,NA,Turbo2_A,Astrocyte,Turbo2
Emc7,NA,Turbo2_A,Astrocyte,Turbo2
Cyp4f14,37,Turbo2_A,Astrocyte,Turbo2
Lactb,NA,Turbo2_A,Astrocyte,Turbo2
Senp3,NA,Turbo2_A,Astrocyte,Turbo2
Serhl,NA,Turbo2_A,Astrocyte,Turbo2
Parva,53,Turbo2_A,Astrocyte,Turbo2
Atp13a1,21,Turbo2_A,Astrocyte,Turbo2
Arfgap1,76,Turbo2_A,Astrocyte,Turbo2
Rp2,NA,Turbo2_A,Astrocyte,Turbo2
Xpo7,NA,Turbo2_A,Astrocyte,Turbo2
Clstn1,NA,Turbo2_A,Astrocyte,Turbo2
Ipo7,86,Turbo2_A,Astrocyte,Turbo2
Nbea,83,Turbo2_A,Astrocyte,Turbo2
Tcf20,NA,Turbo2_A,Astrocyte,Turbo2
Slc23a2,49,Turbo2_A,Astrocyte,Turbo2
Sorcs2,NA,Turbo2_A,Astrocyte,Turbo2
Upf1,97,Turbo2_A,Astrocyte,Turbo2
Cpsf1,NA,Turbo2_A,Astrocyte,Turbo2
Tnfrsf21,NA,Turbo2_A,Astrocyte,Turbo2
Inpp4a,17,Turbo2_A,Astrocyte,Turbo2
Hsd17b11,35,Turbo2_A,Astrocyte,Turbo2
Aldh6a1,NA,Turbo2_A,Astrocyte,Turbo2
Pik3ap1,NA,Turbo2_A,Astrocyte,Turbo2
Pes1,NA,Turbo2_A,Astrocyte,Turbo2
Nif3l1,NA,Turbo2_A,Astrocyte,Turbo2
Scyl1,54,Turbo2_A,Astrocyte,Turbo2
Dpysl5,93,Turbo2_A,Astrocyte,Turbo2
Scel,NA,Turbo2_A,Astrocyte,Turbo2
Enpp5,NA,Turbo2_A,Astrocyte,Turbo2
Cert1,NA,Turbo2_A,Astrocyte,Turbo2
Erap1,NA,Turbo2_A,Astrocyte,Turbo2
Vps35,6,Turbo2_A,Astrocyte,Turbo2
Magi3,37,Turbo2_A,Astrocyte,Turbo2
Mvp,NA,Turbo2_A,Astrocyte,Turbo2
Tsc22d4,81,Turbo2_A,Astrocyte,Turbo2
Ehd4,NA,Turbo2_A,Astrocyte,Turbo2
Yipf5,24,Turbo2_A,Astrocyte,Turbo2
Oga,54,Turbo2_A,Astrocyte,Turbo2
Igdcc4,6,Turbo2_A,Astrocyte,Turbo2
Syt13,NA,Turbo2_A,Astrocyte,Turbo2
Set,41,Turbo2_A,Astrocyte,Turbo2
Kif13a,12,Turbo2_A,Astrocyte,Turbo2
Rapgef4,NA,Turbo2_A,Astrocyte,Turbo2
Rims2,NA,Turbo2_A,Astrocyte,Turbo2
Stx12,NA,Turbo2_A,Astrocyte,Turbo2
Fn3k,NA,Turbo2_A,Astrocyte,Turbo2
Tor1a,NA,Turbo2_A,Astrocyte,Turbo2
Kcnh7,NA,Turbo2_A,Astrocyte,Turbo2
Osbpl5,NA,Turbo2_A,Astrocyte,Turbo2
Clstn2,NA,Turbo2_A,Astrocyte,Turbo2
Cars1,23,Turbo2_A,Astrocyte,Turbo2
Elp4,73,Turbo2_A,Astrocyte,Turbo2
Tfcp2,NA,Turbo2_A,Astrocyte,Turbo2
Snap29,51,Turbo2_A,Astrocyte,Turbo2
Slco1c1,80,Turbo2_A,Astrocyte,Turbo2
Ralgps2,NA,Turbo2_A,Astrocyte,Turbo2
Tubb3,96,Turbo2_A,Astrocyte,Turbo2
Mesd,NA,Turbo2_A,Astrocyte,Turbo2
Wdr61,NA,Turbo2_A,Astrocyte,Turbo2
Lima1,54,Turbo2_A,Astrocyte,Turbo2
Strn3,72,Turbo2_A,Astrocyte,Turbo2
Rdh14,36,Turbo2_A,Astrocyte,Turbo2
Cse1l,8,Turbo2_A,Astrocyte,Turbo2
