gs_long2,pct,condition2,cell,BioID
Tppp,NA,Turbo3_A,Astrocyte,Turbo3
Fbxo10,NA,Turbo3_A,Astrocyte,Turbo3
Amph,NA,Turbo3_A,Astrocyte,Turbo3
Plekha6,NA,Turbo3_A,Astrocyte,Turbo3
Atxn2l,NA,Turbo3_A,Astrocyte,Turbo3
Otub1,NA,Turbo3_A,Astrocyte,Turbo3
Abtb2,NA,Turbo3_A,Astrocyte,Turbo3
Ccdc93,NA,Turbo3_A,Astrocyte,Turbo3
Prrc2a,NA,Turbo3_A,Astrocyte,Turbo3
Lrrc75a,27,Turbo3_A,Astrocyte,Turbo3
Phkb,NA,Turbo3_A,Astrocyte,Turbo3
Ppp6r1,NA,Turbo3_A,Astrocyte,Turbo3
Map6,NA,Turbo3_A,Astrocyte,Turbo3
Pcdh8,NA,Turbo3_A,Astrocyte,Turbo3
Pdpr,NA,Turbo3_A,Astrocyte,Turbo3
Pgm2,NA,Turbo3_A,Astrocyte,Turbo3
Elp1,NA,Turbo3_A,Astrocyte,Turbo3
Cdc42bpb,NA,Turbo3_A,Astrocyte,Turbo3
KRT77,NA,Turbo3_A,Astrocyte,Turbo3
Ahcyl1,NA,Turbo3_A,Astrocyte,Turbo3
Mib1,31,Turbo3_A,Astrocyte,Turbo3
Gabbr2,NA,Turbo3_A,Astrocyte,Turbo3
Csmd3,NA,Turbo3_A,Astrocyte,Turbo3
Mtmr12,NA,Turbo3_A,Astrocyte,Turbo3
Sipa1l2,NA,Turbo3_A,Astrocyte,Turbo3
Lrrc7,NA,Turbo3_A,Astrocyte,Turbo3
Pcdh19,NA,Turbo3_A,Astrocyte,Turbo3
Lrfn2,NA,Turbo3_A,Astrocyte,Turbo3
Erbin,NA,Turbo3_A,Astrocyte,Turbo3
Gramd1b,NA,Turbo3_A,Astrocyte,Turbo3
Cadps,NA,Turbo3_A,Astrocyte,Turbo3
Kiaa1107,NA,Turbo3_A,Astrocyte,Turbo3
Ppm1e,NA,Turbo3_A,Astrocyte,Turbo3
Adcy2,75,Turbo3_A,Astrocyte,Turbo3
Phf24,NA,Turbo3_A,Astrocyte,Turbo3
Mon2,NA,Turbo3_A,Astrocyte,Turbo3
R3hdm2,47,Turbo3_A,Astrocyte,Turbo3
Nisch,NA,Turbo3_A,Astrocyte,Turbo3
Dnajc16,NA,Turbo3_A,Astrocyte,Turbo3
Zdhhc17,34,Turbo3_A,Astrocyte,Turbo3
Cyld,NA,Turbo3_A,Astrocyte,Turbo3
Plekhm2,NA,Turbo3_A,Astrocyte,Turbo3
Adgrl1,NA,Turbo3_A,Astrocyte,Turbo3
Adgrl3,NA,Turbo3_A,Astrocyte,Turbo3
Ddn,NA,Turbo3_A,Astrocyte,Turbo3
Clasp1,NA,Turbo3_A,Astrocyte,Turbo3
Fnbp1,NA,Turbo3_A,Astrocyte,Turbo3
Dnajc6,NA,Turbo3_A,Astrocyte,Turbo3
Daam2,NA,Turbo3_A,Astrocyte,Turbo3
Snph,NA,Turbo3_A,Astrocyte,Turbo3
Madd,NA,Turbo3_A,Astrocyte,Turbo3
Clec16a,NA,Turbo3_A,Astrocyte,Turbo3
Rimbp2,NA,Turbo3_A,Astrocyte,Turbo3
Cep170b,NA,Turbo3_A,Astrocyte,Turbo3
Avl9,NA,Turbo3_A,Astrocyte,Turbo3
Pum2,NA,Turbo3_A,Astrocyte,Turbo3
Mfn2,NA,Turbo3_A,Astrocyte,Turbo3
Scrib,NA,Turbo3_A,Astrocyte,Turbo3
Pum1,NA,Turbo3_A,Astrocyte,Turbo3
Usp8,NA,Turbo3_A,Astrocyte,Turbo3
Nup214,NA,Turbo3_A,Astrocyte,Turbo3
Plxna4,NA,Turbo3_A,Astrocyte,Turbo3
Septin9,NA,Turbo3_A,Astrocyte,Turbo3
Rab3gap1,NA,Turbo3_A,Astrocyte,Turbo3
Sestd1,NA,Turbo3_A,Astrocyte,Turbo3
Mogs,NA,Turbo3_A,Astrocyte,Turbo3
Dgkz,NA,Turbo3_A,Astrocyte,Turbo3
Slc20a2,73,Turbo3_A,Astrocyte,Turbo3
Pgrmc2,NA,Turbo3_A,Astrocyte,Turbo3
Abhd13,NA,Turbo3_A,Astrocyte,Turbo3
Cpm,NA,Turbo3_A,Astrocyte,Turbo3
Ints8,NA,Turbo3_A,Astrocyte,Turbo3
Dtx3,60,Turbo3_A,Astrocyte,Turbo3
Ap4e1,NA,Turbo3_A,Astrocyte,Turbo3
Camsap3,NA,Turbo3_A,Astrocyte,Turbo3
Trim56,NA,Turbo3_A,Astrocyte,Turbo3
Tdrkh,NA,Turbo3_A,Astrocyte,Turbo3
Tecpr1,NA,Turbo3_A,Astrocyte,Turbo3
Epn1,NA,Turbo3_A,Astrocyte,Turbo3
Asphd2,NA,Turbo3_A,Astrocyte,Turbo3
Whrn,NA,Turbo3_A,Astrocyte,Turbo3
Prpf40b,74,Turbo3_A,Astrocyte,Turbo3
Snupn,NA,Turbo3_A,Astrocyte,Turbo3
Wipi2,NA,Turbo3_A,Astrocyte,Turbo3
Zmpste24,NA,Turbo3_A,Astrocyte,Turbo3
Kirrel1,6,Turbo3_A,Astrocyte,Turbo3
Hydin,NA,Turbo3_A,Astrocyte,Turbo3
Agfg2,72,Turbo3_A,Astrocyte,Turbo3
Mtdh,NA,Turbo3_A,Astrocyte,Turbo3
Vac14,NA,Turbo3_A,Astrocyte,Turbo3
Trmt9b,14,Turbo3_A,Astrocyte,Turbo3
Jph4,NA,Turbo3_A,Astrocyte,Turbo3
Gpr176,NA,Turbo3_A,Astrocyte,Turbo3
Aftph,NA,Turbo3_A,Astrocyte,Turbo3
Ddrgk1,NA,Turbo3_A,Astrocyte,Turbo3
Ubap2l,NA,Turbo3_A,Astrocyte,Turbo3
Pelo,NA,Turbo3_A,Astrocyte,Turbo3
C2cd2l,NA,Turbo3_A,Astrocyte,Turbo3
Rraga,NA,Turbo3_A,Astrocyte,Turbo3
Usp6nl,58,Turbo3_A,Astrocyte,Turbo3
Lrrtm4,NA,Turbo3_A,Astrocyte,Turbo3
Eif4g3,NA,Turbo3_A,Astrocyte,Turbo3
Pip4k2b,NA,Turbo3_A,Astrocyte,Turbo3
Atg2b,NA,Turbo3_A,Astrocyte,Turbo3
Bdh1,NA,Turbo3_A,Astrocyte,Turbo3
Tbc1d5,NA,Turbo3_A,Astrocyte,Turbo3
Atp2c1,NA,Turbo3_A,Astrocyte,Turbo3
Samd4b,NA,Turbo3_A,Astrocyte,Turbo3
Nucks1,NA,Turbo3_A,Astrocyte,Turbo3
Lrfn4,NA,Turbo3_A,Astrocyte,Turbo3
Llgl1,NA,Turbo3_A,Astrocyte,Turbo3
Prickle2,NA,Turbo3_A,Astrocyte,Turbo3
Bsdc1,NA,Turbo3_A,Astrocyte,Turbo3
Rbsn,NA,Turbo3_A,Astrocyte,Turbo3
Ddhd1,NA,Turbo3_A,Astrocyte,Turbo3
Cnksr2,NA,Turbo3_A,Astrocyte,Turbo3
Aatk,NA,Turbo3_A,Astrocyte,Turbo3
Bcas1,NA,Turbo3_A,Astrocyte,Turbo3
Znf598,NA,Turbo3_A,Astrocyte,Turbo3
Safb2,NA,Turbo3_A,Astrocyte,Turbo3
Afap1,NA,Turbo3_A,Astrocyte,Turbo3
Pde4dip,NA,Turbo3_A,Astrocyte,Turbo3
Tnc,NA,Turbo3_A,Astrocyte,Turbo3
Astn2,NA,Turbo3_A,Astrocyte,Turbo3
Negr1,NA,Turbo3_A,Astrocyte,Turbo3
Shank2,NA,Turbo3_A,Astrocyte,Turbo3
Amigo1,29,Turbo3_A,Astrocyte,Turbo3
Adgrb3,NA,Turbo3_A,Astrocyte,Turbo3
Lrsam1,NA,Turbo3_A,Astrocyte,Turbo3
Rap2a,69,Turbo3_A,Astrocyte,Turbo3
Zer1,NA,Turbo3_A,Astrocyte,Turbo3
Them6,NA,Turbo3_A,Astrocyte,Turbo3
Spag1,NA,Turbo3_A,Astrocyte,Turbo3
Ttc9c,1,Turbo3_A,Astrocyte,Turbo3
Ddx42,NA,Turbo3_A,Astrocyte,Turbo3
Ankfy1,NA,Turbo3_A,Astrocyte,Turbo3
Slitrk5,NA,Turbo3_A,Astrocyte,Turbo3
Slitrk4,NA,Turbo3_A,Astrocyte,Turbo3
Slitrk3,NA,Turbo3_A,Astrocyte,Turbo3
Slitrk2,NA,Turbo3_A,Astrocyte,Turbo3
Zfyve1,NA,Turbo3_A,Astrocyte,Turbo3
Tmem39b,NA,Turbo3_A,Astrocyte,Turbo3
Nfasc,NA,Turbo3_A,Astrocyte,Turbo3
Nrcam,NA,Turbo3_A,Astrocyte,Turbo3
Dlg1,NA,Turbo3_A,Astrocyte,Turbo3
Bbs9,NA,Turbo3_A,Astrocyte,Turbo3
Mast4,NA,Turbo3_A,Astrocyte,Turbo3
Arhgap32,NA,Turbo3_A,Astrocyte,Turbo3
Ubp1,NA,Turbo3_A,Astrocyte,Turbo3
Mfn1,NA,Turbo3_A,Astrocyte,Turbo3
Srgap3,NA,Turbo3_A,Astrocyte,Turbo3
Cpeb2,NA,Turbo3_A,Astrocyte,Turbo3
Wdr82,NA,Turbo3_A,Astrocyte,Turbo3
Tufm,NA,Turbo3_A,Astrocyte,Turbo3
Svop,NA,Turbo3_A,Astrocyte,Turbo3
Rnf214,NA,Turbo3_A,Astrocyte,Turbo3
Trim65,NA,Turbo3_A,Astrocyte,Turbo3
Lpp,NA,Turbo3_A,Astrocyte,Turbo3
Tnpo1,NA,Turbo3_A,Astrocyte,Turbo3
Plppr1,NA,Turbo3_A,Astrocyte,Turbo3
Actbl2,NA,Turbo3_A,Astrocyte,Turbo3
Erlin2,NA,Turbo3_A,Astrocyte,Turbo3
Hnrnpa3,NA,Turbo3_A,Astrocyte,Turbo3
Sv2b,NA,Turbo3_A,Astrocyte,Turbo3
Katnb1,NA,Turbo3_A,Astrocyte,Turbo3
Tmem169,NA,Turbo3_A,Astrocyte,Turbo3
Rhot1,NA,Turbo3_A,Astrocyte,Turbo3
Efr3a,NA,Turbo3_A,Astrocyte,Turbo3
Sh3bgrl2,NA,Turbo3_A,Astrocyte,Turbo3
Tmem198,NA,Turbo3_A,Astrocyte,Turbo3
Znf365,22,Turbo3_A,Astrocyte,Turbo3
Ppp1r12b,NA,Turbo3_A,Astrocyte,Turbo3
Lhfpl2,35,Turbo3_A,Astrocyte,Turbo3
Lrrtm2,NA,Turbo3_A,Astrocyte,Turbo3
Oxa1l,NA,Turbo3_A,Astrocyte,Turbo3
Htatsf1,NA,Turbo3_A,Astrocyte,Turbo3
Cpt1c,NA,Turbo3_A,Astrocyte,Turbo3
Eif4b,NA,Turbo3_A,Astrocyte,Turbo3
Samm50,NA,Turbo3_A,Astrocyte,Turbo3
Cdc42se2,3,Turbo3_A,Astrocyte,Turbo3
U2af1l4,20,Turbo3_A,Astrocyte,Turbo3
Slc7a6,NA,Turbo3_A,Astrocyte,Turbo3
Synpr,NA,Turbo3_A,Astrocyte,Turbo3
Slc25a40,27,Turbo3_A,Astrocyte,Turbo3
Vipas39,NA,Turbo3_A,Astrocyte,Turbo3
Aars,NA,Turbo3_A,Astrocyte,Turbo3
Lrrc8d,NA,Turbo3_A,Astrocyte,Turbo3
Arl15,NA,Turbo3_A,Astrocyte,Turbo3
Ublcp1,39,Turbo3_A,Astrocyte,Turbo3
Epb41l5,NA,Turbo3_A,Astrocyte,Turbo3
Cept1,NA,Turbo3_A,Astrocyte,Turbo3
Flrt3,NA,Turbo3_A,Astrocyte,Turbo3
Gpt2,30,Turbo3_A,Astrocyte,Turbo3
Phyhipl,NA,Turbo3_A,Astrocyte,Turbo3
Ccny,NA,Turbo3_A,Astrocyte,Turbo3
Timm29,NA,Turbo3_A,Astrocyte,Turbo3
Hpcal4,NA,Turbo3_A,Astrocyte,Turbo3
Cdc23,NA,Turbo3_A,Astrocyte,Turbo3
Orai2,11,Turbo3_A,Astrocyte,Turbo3
Tm9sf4,NA,Turbo3_A,Astrocyte,Turbo3
Wasf2,41,Turbo3_A,Astrocyte,Turbo3
Coro2b,NA,Turbo3_A,Astrocyte,Turbo3
Wdr48,NA,Turbo3_A,Astrocyte,Turbo3
Tiprl,NA,Turbo3_A,Astrocyte,Turbo3
Slc25a12,NA,Turbo3_A,Astrocyte,Turbo3
Gopc,48,Turbo3_A,Astrocyte,Turbo3
Dennd6a,NA,Turbo3_A,Astrocyte,Turbo3
Atl1,NA,Turbo3_A,Astrocyte,Turbo3
Sephs1,NA,Turbo3_A,Astrocyte,Turbo3
Ano10,NA,Turbo3_A,Astrocyte,Turbo3
Echs1,NA,Turbo3_A,Astrocyte,Turbo3
Lrrc24,NA,Turbo3_A,Astrocyte,Turbo3
Rab39b,NA,Turbo3_A,Astrocyte,Turbo3
Dcakd,68,Turbo3_A,Astrocyte,Turbo3
Rab39a,NA,Turbo3_A,Astrocyte,Turbo3
Atcay,NA,Turbo3_A,Astrocyte,Turbo3
Maip1,26,Turbo3_A,Astrocyte,Turbo3
Pgs1,NA,Turbo3_A,Astrocyte,Turbo3
Rab9b,36,Turbo3_A,Astrocyte,Turbo3
Gabra5,NA,Turbo3_A,Astrocyte,Turbo3
Nipa1,NA,Turbo3_A,Astrocyte,Turbo3
Tbc1d10b,NA,Turbo3_A,Astrocyte,Turbo3
Elmo2,NA,Turbo3_A,Astrocyte,Turbo3
Ganab,NA,Turbo3_A,Astrocyte,Turbo3
Sybu,NA,Turbo3_A,Astrocyte,Turbo3
Oscp1,NA,Turbo3_A,Astrocyte,Turbo3
Snx14,NA,Turbo3_A,Astrocyte,Turbo3
Fam49a,83,Turbo3_A,Astrocyte,Turbo3
Mal2,NA,Turbo3_A,Astrocyte,Turbo3
Cdkn2aip,NA,Turbo3_A,Astrocyte,Turbo3
Mia3,NA,Turbo3_A,Astrocyte,Turbo3
Frmd4a,NA,Turbo3_A,Astrocyte,Turbo3
Comtd1,NA,Turbo3_A,Astrocyte,Turbo3
Iars2,NA,Turbo3_A,Astrocyte,Turbo3
Rufy1,NA,Turbo3_A,Astrocyte,Turbo3
Dock9,NA,Turbo3_A,Astrocyte,Turbo3
Cstf2,NA,Turbo3_A,Astrocyte,Turbo3
Ranbp6,NA,Turbo3_A,Astrocyte,Turbo3
Prune1,NA,Turbo3_A,Astrocyte,Turbo3
Arl14ep,NA,Turbo3_A,Astrocyte,Turbo3
Anks1b,NA,Turbo3_A,Astrocyte,Turbo3
Zc3h14,NA,Turbo3_A,Astrocyte,Turbo3
Dlgap2,NA,Turbo3_A,Astrocyte,Turbo3
Ap5m1,NA,Turbo3_A,Astrocyte,Turbo3
Nup93,NA,Turbo3_A,Astrocyte,Turbo3
Chmp2b,NA,Turbo3_A,Astrocyte,Turbo3
Zc2hc1a,NA,Turbo3_A,Astrocyte,Turbo3
Slc6a17,NA,Turbo3_A,Astrocyte,Turbo3
Fbxo30,NA,Turbo3_A,Astrocyte,Turbo3
Slc30a6,NA,Turbo3_A,Astrocyte,Turbo3
Eif2a,NA,Turbo3_A,Astrocyte,Turbo3
Miga2,NA,Turbo3_A,Astrocyte,Turbo3
Tmem11,NA,Turbo3_A,Astrocyte,Turbo3
Csnk1a1,71,Turbo3_A,Astrocyte,Turbo3
Ahsa1,NA,Turbo3_A,Astrocyte,Turbo3
Rcc2,NA,Turbo3_A,Astrocyte,Turbo3
Pi4kb,NA,Turbo3_A,Astrocyte,Turbo3
Cyp20a1,19,Turbo3_A,Astrocyte,Turbo3
Tnrc6b,NA,Turbo3_A,Astrocyte,Turbo3
Baiap2,NA,Turbo3_A,Astrocyte,Turbo3
Slc25a29,37,Turbo3_A,Astrocyte,Turbo3
Usp54,NA,Turbo3_A,Astrocyte,Turbo3
Unk,NA,Turbo3_A,Astrocyte,Turbo3
Ablim2,NA,Turbo3_A,Astrocyte,Turbo3
Eea1,NA,Turbo3_A,Astrocyte,Turbo3
Slc17a6,NA,Turbo3_A,Astrocyte,Turbo3
Nceh1,NA,Turbo3_A,Astrocyte,Turbo3
Plcxd3,NA,Turbo3_A,Astrocyte,Turbo3
Lsamp,NA,Turbo3_A,Astrocyte,Turbo3
Rps6kc1,NA,Turbo3_A,Astrocyte,Turbo3
Lss,NA,Turbo3_A,Astrocyte,Turbo3
Unc80,NA,Turbo3_A,Astrocyte,Turbo3
Cadm2,NA,Turbo3_A,Astrocyte,Turbo3
Cpne4,NA,Turbo3_A,Astrocyte,Turbo3
Flrt2,48,Turbo3_A,Astrocyte,Turbo3
Slc9a7,NA,Turbo3_A,Astrocyte,Turbo3
Tarsl2,NA,Turbo3_A,Astrocyte,Turbo3
Nyap2,NA,Turbo3_A,Astrocyte,Turbo3
Tbck,NA,Turbo3_A,Astrocyte,Turbo3
Cdh7,NA,Turbo3_A,Astrocyte,Turbo3
Srp68,NA,Turbo3_A,Astrocyte,Turbo3
Shc2,15,Turbo3_A,Astrocyte,Turbo3
Me3,NA,Turbo3_A,Astrocyte,Turbo3
Dlat,NA,Turbo3_A,Astrocyte,Turbo3
Rab3gap2,NA,Turbo3_A,Astrocyte,Turbo3
Slc25a32,NA,Turbo3_A,Astrocyte,Turbo3
Gga3,NA,Turbo3_A,Astrocyte,Turbo3
Lars,NA,Turbo3_A,Astrocyte,Turbo3
Qars,NA,Turbo3_A,Astrocyte,Turbo3
Acbd3,NA,Turbo3_A,Astrocyte,Turbo3
Mon1b,NA,Turbo3_A,Astrocyte,Turbo3
Hadha,NA,Turbo3_A,Astrocyte,Turbo3
Rassf2,NA,Turbo3_A,Astrocyte,Turbo3
Fat3,NA,Turbo3_A,Astrocyte,Turbo3
Derl2,16,Turbo3_A,Astrocyte,Turbo3
Neto2,47,Turbo3_A,Astrocyte,Turbo3
Armc6,NA,Turbo3_A,Astrocyte,Turbo3
Kbtbd11,NA,Turbo3_A,Astrocyte,Turbo3
Nars,NA,Turbo3_A,Astrocyte,Turbo3
Rpl24,83,Turbo3_A,Astrocyte,Turbo3
Rbfox2,NA,Turbo3_A,Astrocyte,Turbo3
Rhbdd3,NA,Turbo3_A,Astrocyte,Turbo3
Mob1b,NA,Turbo3_A,Astrocyte,Turbo3
Efemp1,NA,Turbo3_A,Astrocyte,Turbo3
Tmem177,NA,Turbo3_A,Astrocyte,Turbo3
Daam1,61,Turbo3_A,Astrocyte,Turbo3
Map4k5,NA,Turbo3_A,Astrocyte,Turbo3
Dmxl2,NA,Turbo3_A,Astrocyte,Turbo3
Gpr180,NA,Turbo3_A,Astrocyte,Turbo3
Ppp1r18,NA,Turbo3_A,Astrocyte,Turbo3
Rgs7bp,NA,Turbo3_A,Astrocyte,Turbo3
Ralgapb,NA,Turbo3_A,Astrocyte,Turbo3
Bicd1,NA,Turbo3_A,Astrocyte,Turbo3
Kirrel3,56,Turbo3_A,Astrocyte,Turbo3
NA,NA,Turbo3_A,Astrocyte,Turbo3
Scfd1,NA,Turbo3_A,Astrocyte,Turbo3
Tmem209,NA,Turbo3_A,Astrocyte,Turbo3
Rell2,NA,Turbo3_A,Astrocyte,Turbo3
Prkaa2,NA,Turbo3_A,Astrocyte,Turbo3
Cc2d1b,NA,Turbo3_A,Astrocyte,Turbo3
Clasp2,NA,Turbo3_A,Astrocyte,Turbo3
Gpr89a,NA,Turbo3_A,Astrocyte,Turbo3
Rmdn2,NA,Turbo3_A,Astrocyte,Turbo3
Pisd,NA,Turbo3_A,Astrocyte,Turbo3
R3hcc1,NA,Turbo3_A,Astrocyte,Turbo3
Rps6kb1,NA,Turbo3_A,Astrocyte,Turbo3
Ppfia2,NA,Turbo3_A,Astrocyte,Turbo3
Ap3s2,NA,Turbo3_A,Astrocyte,Turbo3
Cpne3,NA,Turbo3_A,Astrocyte,Turbo3
Tcp11l1,NA,Turbo3_A,Astrocyte,Turbo3
Ndrg4,NA,Turbo3_A,Astrocyte,Turbo3
Csnk1g1,NA,Turbo3_A,Astrocyte,Turbo3
Srrm2,NA,Turbo3_A,Astrocyte,Turbo3
Flna,NA,Turbo3_A,Astrocyte,Turbo3
Cfap20,NA,Turbo3_A,Astrocyte,Turbo3
Tusc3,NA,Turbo3_A,Astrocyte,Turbo3
Pak4,37,Turbo3_A,Astrocyte,Turbo3
Hsdl1,NA,Turbo3_A,Astrocyte,Turbo3
Kyat1,38,Turbo3_A,Astrocyte,Turbo3
Slc4a7,NA,Turbo3_A,Astrocyte,Turbo3
Scfd2,NA,Turbo3_A,Astrocyte,Turbo3
Gmppb,NA,Turbo3_A,Astrocyte,Turbo3
Sec62,3,Turbo3_A,Astrocyte,Turbo3
Iars,NA,Turbo3_A,Astrocyte,Turbo3
Rap2c,24,Turbo3_A,Astrocyte,Turbo3
Ilvbl,NA,Turbo3_A,Astrocyte,Turbo3
Hook3,NA,Turbo3_A,Astrocyte,Turbo3
Plekha1,NA,Turbo3_A,Astrocyte,Turbo3
Fam163b,NA,Turbo3_A,Astrocyte,Turbo3
Usp43,44,Turbo3_A,Astrocyte,Turbo3
Smad3,NA,Turbo3_A,Astrocyte,Turbo3
Dock1,NA,Turbo3_A,Astrocyte,Turbo3
Gphn,NA,Turbo3_A,Astrocyte,Turbo3
Lsm11,NA,Turbo3_A,Astrocyte,Turbo3
Gprasp2,NA,Turbo3_A,Astrocyte,Turbo3
Ldah,3,Turbo3_A,Astrocyte,Turbo3
Mpp7,8,Turbo3_A,Astrocyte,Turbo3
Atp6v1h,NA,Turbo3_A,Astrocyte,Turbo3
Nat14,60,Turbo3_A,Astrocyte,Turbo3
Qdpr,NA,Turbo3_A,Astrocyte,Turbo3
Snx17,NA,Turbo3_A,Astrocyte,Turbo3
Jakmip1,NA,Turbo3_A,Astrocyte,Turbo3
Ppme1,NA,Turbo3_A,Astrocyte,Turbo3
Lrch3,NA,Turbo3_A,Astrocyte,Turbo3
Nudt9,NA,Turbo3_A,Astrocyte,Turbo3
Maob,NA,Turbo3_A,Astrocyte,Turbo3
Camk1d,NA,Turbo3_A,Astrocyte,Turbo3
Aldh5a1,NA,Turbo3_A,Astrocyte,Turbo3
NA,NA,Turbo3_A,Astrocyte,Turbo3
Arrb1,NA,Turbo3_A,Astrocyte,Turbo3
Pithd1,NA,Turbo3_A,Astrocyte,Turbo3
Gprin3,NA,Turbo3_A,Astrocyte,Turbo3
Acaa2,NA,Turbo3_A,Astrocyte,Turbo3
Dip2a,NA,Turbo3_A,Astrocyte,Turbo3
Pkn2,NA,Turbo3_A,Astrocyte,Turbo3
Etf1,NA,Turbo3_A,Astrocyte,Turbo3
Naa25,NA,Turbo3_A,Astrocyte,Turbo3
Kank2,NA,Turbo3_A,Astrocyte,Turbo3
Pgam5,NA,Turbo3_A,Astrocyte,Turbo3
Vps13c,NA,Turbo3_A,Astrocyte,Turbo3
Osbpl2,NA,Turbo3_A,Astrocyte,Turbo3
Lrfn5,NA,Turbo3_A,Astrocyte,Turbo3
Clptm1l,NA,Turbo3_A,Astrocyte,Turbo3
Agap1,NA,Turbo3_A,Astrocyte,Turbo3
Slc7a14,NA,Turbo3_A,Astrocyte,Turbo3
Nalcn,NA,Turbo3_A,Astrocyte,Turbo3
Osbpl6,NA,Turbo3_A,Astrocyte,Turbo3
Tmx3,NA,Turbo3_A,Astrocyte,Turbo3
Usp47,NA,Turbo3_A,Astrocyte,Turbo3
Tbc1d17,NA,Turbo3_A,Astrocyte,Turbo3
Lpcat2,NA,Turbo3_A,Astrocyte,Turbo3
Tnr,NA,Turbo3_A,Astrocyte,Turbo3
Phactr3,NA,Turbo3_A,Astrocyte,Turbo3
Ythdf3,NA,Turbo3_A,Astrocyte,Turbo3
Nlgn3,90,Turbo3_A,Astrocyte,Turbo3
Rhof,NA,Turbo3_A,Astrocyte,Turbo3
Lats1,NA,Turbo3_A,Astrocyte,Turbo3
Cadps2,NA,Turbo3_A,Astrocyte,Turbo3
Eogt,13,Turbo3_A,Astrocyte,Turbo3
Abi3,48,Turbo3_A,Astrocyte,Turbo3
Slc9a9,NA,Turbo3_A,Astrocyte,Turbo3
Arap2,NA,Turbo3_A,Astrocyte,Turbo3
Rint1,NA,Turbo3_A,Astrocyte,Turbo3
Ston2,NA,Turbo3_A,Astrocyte,Turbo3
Lrrtm3,NA,Turbo3_A,Astrocyte,Turbo3
Dnm3,NA,Turbo3_A,Astrocyte,Turbo3
Tigar,NA,Turbo3_A,Astrocyte,Turbo3
Tmem266,NA,Turbo3_A,Astrocyte,Turbo3
NA,7,Turbo3_A,Astrocyte,Turbo3
Glmn,NA,Turbo3_A,Astrocyte,Turbo3
Dock10,NA,Turbo3_A,Astrocyte,Turbo3
Wwp1,NA,Turbo3_A,Astrocyte,Turbo3
Dzank1,NA,Turbo3_A,Astrocyte,Turbo3
Pak5,NA,Turbo3_A,Astrocyte,Turbo3
Lrrc4c,54,Turbo3_A,Astrocyte,Turbo3
Arhgef10,NA,Turbo3_A,Astrocyte,Turbo3
Rps6ka5,NA,Turbo3_A,Astrocyte,Turbo3
Camkk2,NA,Turbo3_A,Astrocyte,Turbo3
Strip1,NA,Turbo3_A,Astrocyte,Turbo3
Zhx2,NA,Turbo3_A,Astrocyte,Turbo3
Farsa,NA,Turbo3_A,Astrocyte,Turbo3
Arhgap12,NA,Turbo3_A,Astrocyte,Turbo3
Efl1,NA,Turbo3_A,Astrocyte,Turbo3
Vps26b,NA,Turbo3_A,Astrocyte,Turbo3
Sowahc,NA,Turbo3_A,Astrocyte,Turbo3
Slc25a16,NA,Turbo3_A,Astrocyte,Turbo3
Tmx4,33,Turbo3_A,Astrocyte,Turbo3
Wdr59,NA,Turbo3_A,Astrocyte,Turbo3
Asrgl1,NA,Turbo3_A,Astrocyte,Turbo3
Coro2a,NA,Turbo3_A,Astrocyte,Turbo3
Zhx3,NA,Turbo3_A,Astrocyte,Turbo3
Sipa1l1,NA,Turbo3_A,Astrocyte,Turbo3
Slitrk6,NA,Turbo3_A,Astrocyte,Turbo3
Sh3rf3,NA,Turbo3_A,Astrocyte,Turbo3
Lnpep,NA,Turbo3_A,Astrocyte,Turbo3
Slc39a6,NA,Turbo3_A,Astrocyte,Turbo3
Cpne1,NA,Turbo3_A,Astrocyte,Turbo3
Prepl,NA,Turbo3_A,Astrocyte,Turbo3
Frs2,30,Turbo3_A,Astrocyte,Turbo3
Thop1,NA,Turbo3_A,Astrocyte,Turbo3
Camsap2,NA,Turbo3_A,Astrocyte,Turbo3
Septin11,NA,Turbo3_A,Astrocyte,Turbo3
Tmem120a,NA,Turbo3_A,Astrocyte,Turbo3
Ccz1,45,Turbo3_A,Astrocyte,Turbo3
Washc5,NA,Turbo3_A,Astrocyte,Turbo3
Rbm14,97,Turbo3_A,Astrocyte,Turbo3
Rft1,NA,Turbo3_A,Astrocyte,Turbo3
Fam120c,NA,Turbo3_A,Astrocyte,Turbo3
Shisa7,NA,Turbo3_A,Astrocyte,Turbo3
NA,NA,Turbo3_A,Astrocyte,Turbo3
Lmf2,NA,Turbo3_A,Astrocyte,Turbo3
Gpr158,NA,Turbo3_A,Astrocyte,Turbo3
Eri3,NA,Turbo3_A,Astrocyte,Turbo3
Adgra1,52,Turbo3_A,Astrocyte,Turbo3
Aida,NA,Turbo3_A,Astrocyte,Turbo3
Csnk1g3,39,Turbo3_A,Astrocyte,Turbo3
Lmbrd2,NA,Turbo3_A,Astrocyte,Turbo3
Rae1,NA,Turbo3_A,Astrocyte,Turbo3
Ano4,NA,Turbo3_A,Astrocyte,Turbo3
Nadk2,NA,Turbo3_A,Astrocyte,Turbo3
Clmn,NA,Turbo3_A,Astrocyte,Turbo3
Tbcel,NA,Turbo3_A,Astrocyte,Turbo3
Septin10,30,Turbo3_A,Astrocyte,Turbo3
Rtkn,NA,Turbo3_A,Astrocyte,Turbo3
Usp20,NA,Turbo3_A,Astrocyte,Turbo3
Vps52,NA,Turbo3_A,Astrocyte,Turbo3
