GeneSymbol,FC,pval,BioID,cell
Fhit,-1.413008,0.005988669,NL1,Astrocyte
Lancl1,1.144775,0.3325022,NL1,Astrocyte
Dnajb5,3.310579,0.007214892,NL1,Astrocyte
Mt,1.453201,0.2247684,NL1,Astrocyte
ADH1,1.0762,0.6871762,NL1,Astrocyte
ADH2,-2.008583,0.1981149,NL1,Astrocyte
Dhfr,1.232848,0.08748487,NL1,Astrocyte
Mtco1,1.54638,0.1867352,NL1,Astrocyte
Mtco2,1.249305,0.0278957,NL1,Astrocyte
mt,1.72584,0.08707732,NL1,Astrocyte
Abl1,-1.131881,0.1522285,NL1,Astrocyte
Ca2,-1.043588,0.442548,NL1,Astrocyte
Thy1,1.025999,0.9225258,NL1,Astrocyte
Hba,-25.66804,0.008042693,NL1,Astrocyte
Hbb,-9.029977,0.00446342,NL1,Astrocyte
Hbb,-3.92023,0.388437,NL1,Astrocyte
H3,1.411479,0.05245963,NL1,Astrocyte
Lamc1,-1.011918,0.9704531,NL1,Astrocyte
Lamb1,-1.053442,0.8399391,NL1,Astrocyte
KRT14,-1.658676,0.1989815,NL1,Astrocyte
KRT6A,-1.75846,0.2590799,NL1,Astrocyte
CSN1S1,1.663366,0.1200751,NL1,Astrocyte
CSN1S2,1.531256,0.1587357,NL1,Astrocyte
AVD,-1.530091,0.5274186,NL1,Astrocyte
ALB,2.355607,0.7123032,NL1,Astrocyte
ALB,2.029428,0.6826972,NL1,Astrocyte
Mt2,1.007252,0.8532583,NL1,Astrocyte
Mt1,1.688904,0.3857283,NL1,Astrocyte
Mtnd1,1.50631,0.1555494,NL1,Astrocyte
mt,1.382216,0.1665163,NL1,Astrocyte
mt,1.171971,0.0978194,NL1,Astrocyte
Mtnd4,1.297922,0.1028056,NL1,Astrocyte
Mtnd5,1.856027,0.01196081,NL1,Astrocyte
Mtatp8,1.203216,0.8676287,NL1,Astrocyte
Iap,-1.772372,0.04096627,NL1,Astrocyte
H2,1.210602,0.8745215,NL1,Astrocyte
Gfap,-20.41726,0.0006413747,NL1,Astrocyte
Krt1,-1.441574,0.3445158,NL1,Astrocyte
KRT6B,-1.667416,0.3184525,NL1,Astrocyte
KRT1,-1.422834,0.3112009,NL1,Astrocyte
Mbp,-1.042898,0.3838573,NL1,Astrocyte
Araf,1.147324,0.07691706,NL1,Astrocyte
Slc4a1,-12.34894,0.01433639,NL1,Astrocyte
Prnp,1.511561,0.3730503,NL1,Astrocyte
Aldoc,1.162759,0.09823682,NL1,Astrocyte
Aldoa,1.239302,0.04797819,NL1,Astrocyte
Prkaca,1.232234,0.003445984,NL1,Astrocyte
Got1,-1.10554,0.7550142,NL1,Astrocyte
Got2,-1.097626,0.6774867,NL1,Astrocyte
Src,1.464921,0.003188723,NL1,Astrocyte
Kit,1.242277,0.2046188,NL1,Astrocyte
Pdgfrb,1.592152,0.04767072,NL1,Astrocyte
Krt18,2.535203,0.1067789,NL1,Astrocyte
Ldha,1.230779,0.02861653,NL1,Astrocyte
Nr3c1,-4.969288,0.002035505,NL1,Astrocyte
birA,-1.159161,0.4373497,NL1,Astrocyte
Gpi,1.01225,0.8560692,NL1,Astrocyte
Me1,1.14138,0.2170982,NL1,Astrocyte
Enpp1,1.154873,0.4641431,NL1,Astrocyte
Gap43,1.449443,0.1464521,NL1,Astrocyte
Cfh,1.011337,0.883245,NL1,Astrocyte
Anxa2,-1.725396,0.019387,NL1,Astrocyte
Alb,-1.352878,0.1271818,NL1,Astrocyte
Hsp90aa1,1.1624,0.04412363,NL1,Astrocyte
Pdia4,1.173339,0.1718168,NL1,Astrocyte
Aprt,2.968678,0.1606466,NL1,Astrocyte
Zfp2,1.865516,0.00361528,NL1,Astrocyte
Hsp90b1,1.233337,0.07429289,NL1,Astrocyte
Sod1,-12.57443,0.08940513,NL1,Astrocyte
Mdh2,1.238995,0.000588443,NL1,Astrocyte
Camk4,1.316721,0.016729,NL1,Astrocyte
Nefl,-1.319921,0.01903978,NL1,Astrocyte
Nefm,-2.173128,0.004756859,NL1,Astrocyte
Nras,279.9133,0.0003874967,NL1,Astrocyte
Gnai2,1.099326,0.09705553,NL1,Astrocyte
Polr2a,-1.64908,0.1163,NL1,Astrocyte
KRT16,-1.854359,0.2998493,NL1,Astrocyte
Itgb1,1.225543,0.236727,NL1,Astrocyte
P4hb,1.484816,0.002599465,NL1,Astrocyte
Ncl,-1.318749,0.08804606,NL1,Astrocyte
Pgk1,1.175373,0.02109253,NL1,Astrocyte
Fth1,-1.252118,0.5162042,NL1,Astrocyte
Hmgn2,-3.268614,0.004570345,NL1,Astrocyte
Sod2,-1.06222,0.8558651,NL1,Astrocyte
Surf1,1.081313,0.7604433,NL1,Astrocyte
Nudt10,1.519423,0.0192374,NL1,Astrocyte
Lrrc4b,2.45046,0.004422942,NL1,Astrocyte
Pde11a,-1.211829,0.5650615,NL1,Astrocyte
Igsf11,3.166618,0.01526996,NL1,Astrocyte
Wipf3,1.047396,0.7460169,NL1,Astrocyte
Alkbh1,1.084601,0.8148514,NL1,Astrocyte
Calm1,-3.866991,0.02601789,NL1,Astrocyte
Lynx1,-3.293287,0.0004476384,NL1,Astrocyte
Anxa1,-1.015606,0.8242831,NL1,Astrocyte
Eef1a1,1.131945,0.08655022,NL1,Astrocyte
Nid1,1.067608,0.4813646,NL1,Astrocyte
Alad,1.338512,0.1240403,NL1,Astrocyte
Ctsb,1.854965,0.02384331,NL1,Astrocyte
Eif4a2,1.11889,0.2145043,NL1,Astrocyte
Mapt,-1.369043,0.01344455,NL1,Astrocyte
Txn,-1.388598,0.1039873,NL1,Astrocyte
Gstm1,1.188846,0.1766372,NL1,Astrocyte
Tcea1,-3.133337,0.03890246,NL1,Astrocyte
Rras,1.166358,0.3613219,NL1,Astrocyte
Slc3a2,1.66589,0.01379205,NL1,Astrocyte
H2bc15,-1.143911,0.5364127,NL1,Astrocyte
H1,1.135709,0.1380087,NL1,Astrocyte
Col1a1,-1.698585,0.4072729,NL1,Astrocyte
Parp1,-1.207303,0.1191788,NL1,Astrocyte
Lamp1,1.297249,0.06724342,NL1,Astrocyte
Hsp90ab1,1.208159,0.005603378,NL1,Astrocyte
Dmd,-1.089431,0.5532134,NL1,Astrocyte
L1cam,1.128946,0.2724399,NL1,Astrocyte
Camk2a,1.59656,0.01182984,NL1,Astrocyte
Gas2,-2.379393,0.006479963,NL1,Astrocyte
Itpr1,1.089248,0.8939474,NL1,Astrocyte
Tcp1,1.011894,0.8384746,NL1,Astrocyte
Prkar2a,1.232834,0.03850183,NL1,Astrocyte
Pfkl,-1.013897,0.8236816,NL1,Astrocyte
Chrm1,1.146811,0.621148,NL1,Astrocyte
Calb1,7.465715,0.06894034,NL1,Astrocyte
Cox5a,-1.455449,0.5256003,NL1,Astrocyte
Prkar1b,1.156663,0.2692454,NL1,Astrocyte
Cntn1,1.165137,0.003125247,NL1,Astrocyte
Rpl7a,1.322502,0.1462109,NL1,Astrocyte
Gsn,-1.225329,0.09701671,NL1,Astrocyte
Umps,1.102044,0.9094818,NL1,Astrocyte
Ncam1,-1.366307,0.1831008,NL1,Astrocyte
KRT10,-1.387417,0.3488294,NL1,Astrocyte
KRT5,-1.404671,0.2883799,NL1,Astrocyte
Gpd1,1.443521,0.008548601,NL1,Astrocyte
Atp1b1,1.324614,0.05231033,NL1,Astrocyte
C1qb,1.543617,0.01462182,NL1,Astrocyte
Rpl27a,1.441995,0.05558046,NL1,Astrocyte
Rps16,1.137655,0.2551737,NL1,Astrocyte
Rpl7,1.043298,0.658566,NL1,Astrocyte
Mdh1,1.133283,0.03810984,NL1,Astrocyte
Rpsa,-1.482704,0.07540345,NL1,Astrocyte
Calr,1.473685,0.02632522,NL1,Astrocyte
Atp1b2,1.176387,0.2613043,NL1,Astrocyte
Srp54,-1.781488,0.08702981,NL1,Astrocyte
Hspb1,-1.277504,0.4161252,NL1,Astrocyte
Psmd3,1.274335,0.07045765,NL1,Astrocyte
Lmnb1,-1.566397,0.009749021,NL1,Astrocyte
Anxa6,-3.696812,0.001511741,NL1,Astrocyte
Rplp0,1.037464,0.4495835,NL1,Astrocyte
Map1b,1.142424,0.07346685,NL1,Astrocyte
Glul,-1.528917,0.007433184,NL1,Astrocyte
Cdh2,3.730406,0.001005055,NL1,Astrocyte
Insr,1.220717,0.203871,NL1,Astrocyte
Ntrk2,1.864472,0.005333957,NL1,Astrocyte
Rel,-1.692383,0.05923062,NL1,Astrocyte
Bpgm,1.486168,0.5882699,NL1,Astrocyte
Prph,1.225415,0.1201912,NL1,Astrocyte
Cd44,-1.055946,0.7757819,NL1,Astrocyte
Kcnc1,-1.293198,0.1709743,NL1,Astrocyte
Sptb,-1.094832,0.6506735,NL1,Astrocyte
Nme1,1.081232,0.6597571,NL1,Astrocyte
Usp53,-1.023178,0.8256356,NL1,Astrocyte
Prkce,1.114389,0.2015038,NL1,Astrocyte
Ldhb,1.225692,0.02515106,NL1,Astrocyte
Slc4a3,1.105374,0.6242352,NL1,Astrocyte
Cnp,1.32937,0.02589937,NL1,Astrocyte
Kcna1,5.550398,0.3386849,NL1,Astrocyte
Kcna3,1.190227,0.5227084,NL1,Astrocyte
Ass1,1.586422,0.03774635,NL1,Astrocyte
Sptan1,-1.139678,0.07333641,NL1,Astrocyte
Ctsa,1.085276,0.2950439,NL1,Astrocyte
Gapdh,1.236443,0.03671178,NL1,Astrocyte
Atf2,1.72221,0.4743016,NL1,Astrocyte
Zfp37,-2.165453,0.01953681,NL1,Astrocyte
Hspa2,-1.380047,0.05835225,NL1,Astrocyte
Eno1,1.075784,0.2492582,NL1,Astrocyte
Eno2,-1.022093,0.7504703,NL1,Astrocyte
Ptbp1,-1.210704,0.1996749,NL1,Astrocyte
Ap2a1,1.176637,0.06923225,NL1,Astrocyte
Ap2a2,1.128163,0.04895516,NL1,Astrocyte
Selenbp1,1.087534,0.6739241,NL1,Astrocyte
Hk1,1.040809,0.1823436,NL1,Astrocyte
Ppia,1.149079,0.2316671,NL1,Astrocyte
Tpi1,1.213809,0.03720543,NL1,Astrocyte
Slc2a1,1.46633,0.07452136,NL1,Astrocyte
Hspa1b,1.373685,0.09673169,NL1,Astrocyte
Pcna,1.789442,0.1712306,NL1,Astrocyte
Ptpra,1.536137,0.05026978,NL1,Astrocyte
Ctsd,1.862156,0.0002064153,NL1,Astrocyte
Bsg,1.293502,0.08900603,NL1,Astrocyte
Slc7a2,4.537836,0.002120623,NL1,Astrocyte
Rps6ka1,1.389626,0.02770583,NL1,Astrocyte
Rps6ka3,1.019424,0.8917429,NL1,Astrocyte
Cfl1,1.359184,0.1287701,NL1,Astrocyte
Phka1,-9.320811,7.91272e-05,NL1,Astrocyte
Gnao1,1.261762,0.02280285,NL1,Astrocyte
KRT15,-1.024498,0.4973287,NL1,Astrocyte
KRT4,2.83875,0.2685959,NL1,Astrocyte
Fasn,-1.304935,0.02446398,NL1,Astrocyte
Lama1,-2.316928,0.7786543,NL1,Astrocyte
Gstp1,1.714974,0.05496325,NL1,Astrocyte
Nefh,-1.265698,0.08872291,NL1,Astrocyte
Rpl13a,1.352418,0.05983999,NL1,Astrocyte
Mpv17,1.639431,0.0422983,NL1,Astrocyte
Serpinh1,1.513699,0.06117911,NL1,Astrocyte
Nelfe,-3.859806,0.000451018,NL1,Astrocyte
Cox5b,1.056217,0.991345,NL1,Astrocyte
Cox4i1,-1.064085,0.8512128,NL1,Astrocyte
Hspa5,1.211757,0.008128172,NL1,Astrocyte
Prdx3,1.14327,0.05775281,NL1,Astrocyte
Vim,-11.25848,0.0008227884,NL1,Astrocyte
Map2,-2.359541,0.01142438,NL1,Astrocyte
Prkca,1.268241,0.05205847,NL1,Astrocyte
Mag,1.193599,0.09975617,NL1,Astrocyte
Tpm3,-1.542948,0.03467175,NL1,Astrocyte
Ubl4a,-2.061686,0.04866368,NL1,Astrocyte
Gna11,1.094944,0.7135446,NL1,Astrocyte
Gnaq,1.235509,0.01005158,NL1,Astrocyte
Abcb1a,1.348505,0.0623326,NL1,Astrocyte
Cst3,1.068469,0.4662792,NL1,Astrocyte
Eno3,-2.506211,0.3847145,NL1,Astrocyte
Lmnb2,-1.282937,0.1681797,NL1,Astrocyte
Pcsk2,1.086364,0.6302118,NL1,Astrocyte
Ache,1.029556,0.8104845,NL1,Astrocyte
Emb,-4.438992,0.06862938,NL1,Astrocyte
Fech,1.376274,0.01152264,NL1,Astrocyte
Cbl,-1.214004,0.2517577,NL1,Astrocyte
Gabrg2,1.059848,0.672366,NL1,Astrocyte
Ap1g1,1.141574,0.07556984,NL1,Astrocyte
Gabrd,1.105055,0.561172,NL1,Astrocyte
Eif3a,-5.114543,0.0003509607,NL1,Astrocyte
Cbx3,-1.161191,0.2175303,NL1,Astrocyte
Gja1,2.1018,0.08320829,NL1,Astrocyte
Prkch,1.341544,0.3831148,NL1,Astrocyte
Pnp,-1.93404,0.01309961,NL1,Astrocyte
Pcmt1,1.001031,0.9994989,NL1,Astrocyte
Gria1,-1.010786,0.9329453,NL1,Astrocyte
Gria2,-1.153686,0.2860107,NL1,Astrocyte
Cat,-1.41158,0.02537081,NL1,Astrocyte
Bcat1,1.81184,0.02198462,NL1,Astrocyte
Ppib,1.210884,0.2723965,NL1,Astrocyte
Lta4h,1.186482,0.003632681,NL1,Astrocyte
Th,1.550377,0.2605993,NL1,Astrocyte
Aldh1a1,-1.279702,0.2306696,NL1,Astrocyte
M6pr,1.524887,0.02285663,NL1,Astrocyte
Cdk11b,-4.135009,0.01700316,NL1,Astrocyte
Rps2,1.113228,0.3961587,NL1,Astrocyte
Ubtf,-4.050981,0.001674028,NL1,Astrocyte
Tln1,-2.309324,7.611388e-05,NL1,Astrocyte
Ezr,-1.258932,0.2167419,NL1,Astrocyte
Msn,-1.217438,0.02768725,NL1,Astrocyte
Rdx,-1.378611,0.1095764,NL1,Astrocyte
Gabra2,3.371067,0.005365716,NL1,Astrocyte
Gabra3,1.009516,0.9107522,NL1,Astrocyte
Ctnna1,-1.302456,0.1154349,NL1,Astrocyte
U2af2,-1.244799,0.4282779,NL1,Astrocyte
Glud1,1.150521,0.1998826,NL1,Astrocyte
Pik3r1,-1.075065,0.8007805,NL1,Astrocyte
Psmd7,1.248677,0.3373049,NL1,Astrocyte
Sars1,-1.688619,0.01416291,NL1,Astrocyte
Marcks,-1.098631,0.5810756,NL1,Astrocyte
Fkbp1a,1.05651,0.7156007,NL1,Astrocyte
Cers1,1.419678,0.1765849,NL1,Astrocyte
Map4,-5.912024,3.493174e-05,NL1,Astrocyte
Gna12,2.777203,0.004571661,NL1,Astrocyte
Gna13,2.161288,0.0006435205,NL1,Astrocyte
Plaa,-1.143208,0.01604393,NL1,Astrocyte
Rpl3,1.476061,0.3939662,NL1,Astrocyte
Rasgrf1,-1.268745,0.1308053,NL1,Astrocyte
Gabrg3,16.75879,0.0005019427,NL1,Astrocyte
Pdia3,1.007372,0.8931649,NL1,Astrocyte
Vav1,1.209112,0.3076599,NL1,Astrocyte
Braf,1.032317,0.3481248,NL1,Astrocyte
Mt3,-1.131981,0.8630273,NL1,Astrocyte
Aco1,1.118277,0.2921519,NL1,Astrocyte
Apex1,1.113947,0.2524369,NL1,Astrocyte
Slc6a9,2.209533,0.03810466,NL1,Astrocyte
Adss1,1.06513,0.9741245,NL1,Astrocyte
Camk2b,1.292853,0.04163008,NL1,Astrocyte
Nap1l1,-3.086755,0.007943258,NL1,Astrocyte
Atxn10,-1.112702,0.3374297,NL1,Astrocyte
Celf1,-1.004391,0.9076188,NL1,Astrocyte
Nckap1,1.267539,0.1644236,NL1,Astrocyte
Septin4,-1.331979,0.0439746,NL1,Astrocyte
Napb,1.107324,0.09872833,NL1,Astrocyte
Marcksl1,1.412764,0.1535318,NL1,Astrocyte
Kif5c,1.24244,0.2036177,NL1,Astrocyte
Kif2a,1.140728,0.01603805,NL1,Astrocyte
Kif3a,-1.002245,0.914751,NL1,Astrocyte
Ptprm,1.637798,0.003345793,NL1,Astrocyte
Prkcd,1.071179,0.5488832,NL1,Astrocyte
Epha3,1.418427,0.0236766,NL1,Astrocyte
Pabpc1,-1.270791,0.07460704,NL1,Astrocyte
Gnb4,-1.032768,0.5319247,NL1,Astrocyte
Vcam1,1.414166,0.1028125,NL1,Astrocyte
Nedd8,-1.042505,0.6104851,NL1,Astrocyte
Oat,-1.197339,0.5838057,NL1,Astrocyte
Ckmt1,1.07238,0.4057889,NL1,Astrocyte
Fkbp4,1.009782,0.879699,NL1,Astrocyte
Hmgb2,-5.120359,8.773508e-05,NL1,Astrocyte
Sstr3,-1.472252,0.5530736,NL1,Astrocyte
Ctnnd1,1.446756,0.006703342,NL1,Astrocyte
Aimp1,1.028571,0.7898169,NL1,Astrocyte
Prkar2b,1.106207,0.05542174,NL1,Astrocyte
Slc6a1,1.823319,0.002199294,NL1,Astrocyte
Slc6a11,1.887182,0.01127823,NL1,Astrocyte
Akt1,1.154684,0.4452199,NL1,Astrocyte
Dbi,-1.367683,0.5365447,NL1,Astrocyte
Map2k1,1.157559,0.1617805,NL1,Astrocyte
Scp2,1.214431,0.07244474,NL1,Astrocyte
Slc2a3,1.194215,0.006491034,NL1,Astrocyte
Chrm4,1.367658,0.1022249,NL1,Astrocyte
Drg1,1.112357,0.1670987,NL1,Astrocyte
Kras,1.254924,0.0171232,NL1,Astrocyte
Wars1,1.009801,0.9072289,NL1,Astrocyte
Kif1a,-1.000949,0.9740126,NL1,Astrocyte
Kif5a,-1.079419,0.9190132,NL1,Astrocyte
Nedd1,1.15434,0.8671996,NL1,Astrocyte
Ranbp1,-1.702594,0.106557,NL1,Astrocyte
Ptk2,-1.14357,0.04020619,NL1,Astrocyte
Mif,1.699108,0.05218112,NL1,Astrocyte
Ephx2,-1.277828,0.3459031,NL1,Astrocyte
Usp4,-1.186292,0.219677,NL1,Astrocyte
Ptpn11,-1.457758,0.00118954,NL1,Astrocyte
Rab5c,1.174598,0.2793087,NL1,Astrocyte
Rab6a,1.252078,0.01597956,NL1,Astrocyte
Rab21,1.094487,0.2596436,NL1,Astrocyte
Rab12,1.539602,0.003210901,NL1,Astrocyte
Rab22a,1.270733,0.3340766,NL1,Astrocyte
Rab23,1.373298,0.0008058417,NL1,Astrocyte
Rab24,1.216887,0.01542261,NL1,Astrocyte
Rab18,1.376161,0.03768203,NL1,Astrocyte
Crhr1,1.280457,0.4976408,NL1,Astrocyte
Htr2a,1.081001,0.3745117,NL1,Astrocyte
Grin2a,-1.057245,0.8839344,NL1,Astrocyte
Grin1,1.355522,0.01579954,NL1,Astrocyte
Pdha1,1.201307,0.1601492,NL1,Astrocyte
Hal,-1.864391,0.2444875,NL1,Astrocyte
Fah,1.53834,0.4205856,NL1,Astrocyte
KRT9,-1.617807,0.2255047,NL1,Astrocyte
Fbl,1.038194,0.708726,NL1,Astrocyte
Canx,1.214945,0.0998606,NL1,Astrocyte
Irs1,-1.001702,0.9440659,NL1,Astrocyte
Ap1m1,1.237308,0.05826247,NL1,Astrocyte
Prdx1,1.068828,0.335098,NL1,Astrocyte
Sox5,-1.729282,0.2143095,NL1,Astrocyte
Gpm6a,1.415251,0.01009674,NL1,Astrocyte
Gpm6b,1.350698,0.008091648,NL1,Astrocyte
Ptpn1,-1.031092,0.8092275,NL1,Astrocyte
Ptprk,1.277567,0.07844108,NL1,Astrocyte
Ptpn12,-2.144584,0.0003708354,NL1,Astrocyte
KRT2,-1.576719,0.2417392,NL1,Astrocyte
Fmr1,1.159499,0.185771,NL1,Astrocyte
Rpl12,1.18789,0.06597877,NL1,Astrocyte
Rpl18,1.232708,0.1864695,NL1,Astrocyte
Sar1a,1.243947,0.2041364,NL1,Astrocyte
Gnl1,1.277148,0.08455986,NL1,Astrocyte
Ppm1b,-1.926976,0.002308068,NL1,Astrocyte
Por,1.187514,0.1978069,NL1,Astrocyte
Hmgcl,-1.96511,0.0072982,NL1,Astrocyte
Ttl,1.121392,0.2040686,NL1,Astrocyte
Hspa9,1.065311,0.389841,NL1,Astrocyte
Cdh4,8.802342,0.01901276,NL1,Astrocyte
Dnm1,1.196616,0.03959854,NL1,Astrocyte
Dnm2,-1.142178,0.2051951,NL1,Astrocyte
Grik2,-1.291148,0.1635411,NL1,Astrocyte
Traf2,1.75883,0.01854391,NL1,Astrocyte
Tjp1,-1.082333,0.554177,NL1,Astrocyte
Fyn,1.153615,0.2728979,NL1,Astrocyte
Cap1,-1.097261,0.1616449,NL1,Astrocyte
Tkt,-1.657182,0.02723785,NL1,Astrocyte
Vps26a,1.31287,0.1323426,NL1,Astrocyte
Rpl28,1.451027,0.1312681,NL1,Astrocyte
Acsl1,1.019735,0.918499,NL1,Astrocyte
Abca1,1.236061,0.07438348,NL1,Astrocyte
Abca2,-1.207167,0.1043956,NL1,Astrocyte
Csk,-1.065118,0.2243361,NL1,Astrocyte
Matk,1.625948,0.0230079,NL1,Astrocyte
Eci1,1.167899,0.322428,NL1,Astrocyte
Foxk1,1.080436,0.7332415,NL1,Astrocyte
Septin2,-1.874443,0.005486418,NL1,Astrocyte
Stat1,-1.142708,0.3104647,NL1,Astrocyte
Stat3,-1.455225,0.01879547,NL1,Astrocyte
Stat5b,1.282911,0.3204099,NL1,Astrocyte
Pik3ca,-1.788133,0.009726004,NL1,Astrocyte
Eps15,-2.944715,0.01172775,NL1,Astrocyte
Pura,1.276255,0.03085772,NL1,Astrocyte
Lifr,1.219879,0.1537024,NL1,Astrocyte
Htt,-1.022377,0.741356,NL1,Astrocyte
Cct8,-2.320474,0.0009226427,NL1,Astrocyte
Slc1a2,1.759267,0.001827061,NL1,Astrocyte
H1,-3.097343,0.003699966,NL1,Astrocyte
Itgav,2.833106,0.3108135,NL1,Astrocyte
Akr1b1,1.133026,0.1749181,NL1,Astrocyte
Akr1b8,-1.071458,0.4506439,NL1,Astrocyte
Cfl2,1.296748,0.07411446,NL1,Astrocyte
Fkbp2,1.325429,0.07441933,NL1,Astrocyte
Acadm,1.059642,0.4633266,NL1,Astrocyte
Sipa1,-1.034855,0.7281005,NL1,Astrocyte
Syt1,1.124328,0.02054189,NL1,Astrocyte
Syt2,1.195793,0.4072504,NL1,Astrocyte
Cdkn1b,-2.194851,0.005414419,NL1,Astrocyte
Nsf,1.137015,0.00396584,NL1,Astrocyte
Vps4b,-1.073073,0.9689678,NL1,Astrocyte
Psmc2,1.087941,0.01531846,NL1,Astrocyte
Rab11b,1.571176,0.1991206,NL1,Astrocyte
Ina,1.037537,0.1254493,NL1,Astrocyte
Nf2,1.370511,0.03531674,NL1,Astrocyte
Adss2,1.063938,0.29744,NL1,Astrocyte
Myo1b,2.116242,0.02468093,NL1,Astrocyte
Brcc3,-1.656271,0.04471632,NL1,Astrocyte
Nedd4,-1.117237,0.04679961,NL1,Astrocyte
Yap1,-2.374011,0.0007179292,NL1,Astrocyte
Stt3a,1.198143,0.02364529,NL1,Astrocyte
Cryz,1.299169,0.03718557,NL1,Astrocyte
Tes,-1.537712,0.4225438,NL1,Astrocyte
Rph3a,1.036039,0.5865177,NL1,Astrocyte
Aldh2,1.13876,0.01528358,NL1,Astrocyte
Grm8,1.140699,0.2908185,NL1,Astrocyte
Cnr1,1.309242,0.1523928,NL1,Astrocyte
Capza1,1.183927,0.02976657,NL1,Astrocyte
Capza2,1.239838,0.06748517,NL1,Astrocyte
Capzb,1.148378,0.06606202,NL1,Astrocyte
Srprb,1.377211,0.04814829,NL1,Astrocyte
Gsr,1.092006,0.3006373,NL1,Astrocyte
Mtx1,1.177397,0.4154172,NL1,Astrocyte
Map2k4,1.129526,0.1199517,NL1,Astrocyte
Gfpt1,-1.152341,0.3878678,NL1,Astrocyte
Pfkm,-1.019598,0.6180442,NL1,Astrocyte
Rpl6,1.502929,0.0852449,NL1,Astrocyte
Rpl29,-1.143347,0.3008758,NL1,Astrocyte
Crat,-1.102404,0.2408687,NL1,Astrocyte
Crkl,-1.395375,0.05689366,NL1,Astrocyte
Rpl5,1.075118,0.4786588,NL1,Astrocyte
Rpl13,1.852993,0.004153097,NL1,Astrocyte
Rpl36,1.230186,0.2628516,NL1,Astrocyte
Syk,2.460315,0.09445091,NL1,Astrocyte
Anxa5,-1.159944,0.1401613,NL1,Astrocyte
Glrb,1.435942,0.004203428,NL1,Astrocyte
Epb41,-1.766453,0.003359037,NL1,Astrocyte
Gad1,1.128315,0.2472746,NL1,Astrocyte
Gad2,1.282766,0.158905,NL1,Astrocyte
Abcd1,1.183251,0.05357235,NL1,Astrocyte
Tbca,-1.147103,0.1521901,NL1,Astrocyte
Ppp3cb,2.225862,0.2823622,NL1,Astrocyte
Ppp3cc,1.193268,0.6560802,NL1,Astrocyte
Kcnj6,1.356787,0.2276997,NL1,Astrocyte
Kcnj9,-2.893115,0.1898281,NL1,Astrocyte
Lmna,1.108588,0.1768607,NL1,Astrocyte
Hspa4l,1.099028,0.1062479,NL1,Astrocyte
Pcnt,-1.142481,0.3499418,NL1,Astrocyte
Cbr1,1.331296,0.02833714,NL1,Astrocyte
Gstm5,-1.004855,0.9723111,NL1,Astrocyte
Slc25a4,1.19561,0.1088758,NL1,Astrocyte
Cit,-1.029738,0.8583933,NL1,Astrocyte
Camlg,1.255245,0.1024299,NL1,Astrocyte
Nr2c2,-2.636911,0.04765961,NL1,Astrocyte
Ercc3,1.009413,0.9770536,NL1,Astrocyte
Hnrnpa1,-1.781441,0.02987766,NL1,Astrocyte
Inpp1,1.186686,0.08247536,NL1,Astrocyte
Ppm1a,-1.174394,0.1688149,NL1,Astrocyte
Ptpre,1.104971,0.7482471,NL1,Astrocyte
Pcyt1a,-6.444431,0.0002894871,NL1,Astrocyte
Cdk5,1.170084,0.1958673,NL1,Astrocyte
Mcm5,1.038807,0.8785515,NL1,Astrocyte
Psma2,-1.174538,0.3244359,NL1,Astrocyte
Tmod1,-12.20401,0.0007102626,NL1,Astrocyte
Bckdha,1.170826,0.03077802,NL1,Astrocyte
Hsd17b8,1.572275,0.04463675,NL1,Astrocyte
Ahcy,1.058913,0.4824988,NL1,Astrocyte
Fmo1,1.303305,0.01607187,NL1,Astrocyte
Gdi1,1.140644,0.0302469,NL1,Astrocyte
Atp6v1a,-1.003165,0.9473573,NL1,Astrocyte
Atp6v1e1,-1.078176,0.5658685,NL1,Astrocyte
S100a11,-1.18647,0.537898,NL1,Astrocyte
Acadvl,1.215874,0.135595,NL1,Astrocyte
Gabrb1,4.00702,0.003025478,NL1,Astrocyte
Pa2g4,1.228765,0.01518275,NL1,Astrocyte
Cast,-1.686005,0.2440175,NL1,Astrocyte
Dvl1,1.090331,0.383971,NL1,Astrocyte
Rab7a,1.271016,0.002849029,NL1,Astrocyte
Acadl,1.184604,0.1289484,NL1,Astrocyte
Ppox,1.202234,0.644256,NL1,Astrocyte
Rpl9,1.418456,0.03480632,NL1,Astrocyte
Plcb3,1.01309,0.970032,NL1,Astrocyte
Rora,1.621265,0.002870139,NL1,Astrocyte
Hsd17b4,1.055923,0.4553544,NL1,Astrocyte
Clcn3,1.160348,0.3463926,NL1,Astrocyte
Dynlt1,1.240607,0.1792321,NL1,Astrocyte
Adcy7,1.407544,0.1606945,NL1,Astrocyte
Adcy9,1.166867,0.08250742,NL1,Astrocyte
Hdgf,-2.235767,0.0006961289,NL1,Astrocyte
Atp6v0d1,1.218924,0.202358,NL1,Astrocyte
Fabp7,1.136874,0.001872056,NL1,Astrocyte
Slc25a5,1.293228,0.04125777,NL1,Astrocyte
Slc1a1,1.074512,0.6027797,NL1,Astrocyte
Slc1a5,2.597305,0.01145236,NL1,Astrocyte
Mnat1,-1.050453,0.1678843,NL1,Astrocyte
Nek1,-18.45233,3.782453e-06,NL1,Astrocyte
Kcnj12,-1.018403,0.81044,NL1,Astrocyte
Kcnj4,-1.193454,0.3515848,NL1,Astrocyte
